,mR,mG,mB,stdR,stdG,stdB,D1,D2,D3,ID
1534,132.864968,79.1030346667,54.749096,89.5376614002,84.7721710775,85.2249371596,0.210497590868,0.41848923983,0.0905324706187,17386.0
1535,159.556037333,90.7213573333,127.980290667,70.1628085039,41.9106791593,56.1061277064,0.180083570266,0.235452030621,0.131585621757,25001.0
1536,118.421464,117.052224,135.966352,68.1134345052,65.0052298869,70.8735609835,0.274699407213,0.439284010735,0.0752848928551,11718.0
1537,19.9898373333,20.9811813333,20.259272,61.0874043595,57.0348143084,54.6993795153,0.0123772525617,0.06096910131,0.0208852926667,19112.0
1538,123.917146667,111.963656,101.848453333,102.258512901,96.2100441557,90.4216503219,0.0423824342737,0.253839821353,0.115863621139,14815.0
1539,210.205613333,201.784749333,198.958413333,71.8118962695,76.2534337969,78.2324787533,0.0410980237837,0.121808250295,0.0338433967714,10186.0
1540,90.853048,104.45556,79.151456,58.0189616112,48.4479246864,37.9701540302,0.265466001993,0.349069013071,0.0738088562497,18871.0
1541,160.00816,125.048133333,49.64304,85.2666672666,64.0083553128,33.039701021,0.0452792397917,0.525836855459,0.324667229635,27942.0
1542,95.4205066667,99.6408266667,76.47772,85.4922997282,75.4136590447,78.6282853575,0.0834349517815,0.516735506864,0.281898684346,20385.0
1543,108.443290667,115.996877333,144.622664,71.720111099,54.2825499117,64.1451720517,0.273678264593,1.02985269927,0.475922977785,10392.0
1544,163.089733333,153.645762667,147.925722667,96.7054495048,94.9450025572,87.4543698939,0.135343495133,0.208409673525,0.0304320906823,18780.0
1545,171.503571623,170.813530696,163.876174625,67.7587131638,68.3777358494,71.6207943951,0.035651371333,0.107369434315,0.0310086413424,28704.0
1546,168.692635704,155.093776488,100.444444122,76.3410438471,76.2511688451,52.1814596449,0.0248296342426,0.114340401488,0.0956224329187,13305.0
1547,75.5125437666,91.4779655172,60.7861962865,50.7660958176,54.0566162326,44.2798625745,0.0428406861672,0.0425974226523,0.0555499310378,28188.0
1548,148.397213333,140.526496,105.978837333,69.390427891,86.4351835267,87.6702256421,0.812824421045,1.01091660271,0.198473618952,20963.0
1549,141.984984,124.007725333,97.3976133333,77.1509780875,67.0603849799,65.2290818345,0.291802558611,0.596865559885,0.222325576079,19164.0
1550,224.018688259,222.14831309,210.637867746,61.1293446191,61.4133702138,57.7849213042,0.000452026673035,0.00272108850975,0.00220497134261,25773.0
1551,76.928688,57.6165813333,46.9349386667,76.5872051102,58.9238704612,49.0777162368,0.107193699538,0.371905727311,0.12085420937,19560.0
1552,69.6005554072,63.3256288385,58.9281922563,89.8366821443,83.4723498301,78.5904785515,0.00190859035599,0.0060798902624,0.00161983205635,26360.0
1553,90.0097733711,44.9180056657,49.4105042493,96.9793287498,77.0386914445,72.8904916653,0.362168188144,0.466013188255,0.0549376428154,14231.0
1554,151.4882,179.979938667,184.391661333,56.6526244825,52.1842954685,59.1211256213,0.114690183045,0.322670945538,0.0772745797167,16639.0
1555,102.904247978,64.2684097035,55.7825983827,59.2714664903,44.405933947,37.1889152998,0.1186048336,0.219855689701,0.0635665937853,13554.0
1556,113.4722,110.485616,113.280973333,78.5804504642,76.0022112733,81.7919051291,0.0864913327749,0.312850488515,0.133833516052,14439.0
1557,143.275458453,149.109839542,160.982985673,78.0889123653,79.7009221744,82.1383842607,0.101505151479,0.315070272431,0.104507611078,16761.0
1558,58.157168,68.543552,90.356408,80.4460063866,72.2468284833,78.273204815,0.123286717932,0.362745837673,0.0849933381192,23518.0
1559,204.423656,197.661754667,190.649826667,45.4812006979,45.985993876,48.9563322697,0.00410102306807,0.0211177279129,0.00770584343153,19013.0
1560,201.261141333,194.363421333,191.482848,90.8219914771,95.8970139104,96.5515139557,0.0443688056427,0.0442092988283,0.00178362891332,16996.0
1561,159.568629333,132.153890667,111.023717333,91.1827012798,94.3179537257,97.7343311781,0.0523136909727,0.160486443432,0.0351899810746,16331.0
1562,44.5959589443,44.7419178886,46.013601173,65.9865872808,68.4521873768,69.3768561754,0.0456908226753,0.125308475854,0.050059737938,21947.0
1563,88.3904188034,74.8056837607,62.9146752137,87.5821472783,78.9759954814,72.353828433,0.0329105522202,0.102283297124,0.0333426458162,10266.0
1564,179.818170667,112.484613333,49.252616,80.5417345362,70.3072873837,47.83408153,0.179545488754,0.596704434329,0.243456367662,11430.0
1565,38.9440784884,32.985502907,31.0566366279,78.6391645879,69.7136283576,59.3689971641,0.0108753851533,0.0674394680988,0.0355948573419,11326.0
1566,143.986224,129.422368,121.749584,87.0308142033,89.4610568531,96.4692978646,0.158253329729,0.274636714298,0.0311532417895,20009.0
1567,171.592936,149.939648,145.911397333,81.8733672136,78.9114707017,74.6890889682,0.243162364917,0.294036272672,0.00859700921581,26701.0
1568,30.80328,40.27868,55.5414213333,53.7152327486,63.4628245941,81.7503118298,0.0668988407883,0.14864612533,0.0226774026852,12583.0
1569,203.129621333,191.218874667,187.140666667,65.6873693666,79.3357480955,81.4301683953,0.0595116817118,0.0599913480741,0.00591774894781,28769.0
1570,129.926677333,123.434901333,104.370754667,66.9802962852,68.9829294596,83.9305736247,0.191513471255,0.572748674965,0.217877917656,28118.0
1571,133.937152,133.875792,127.91172,105.493835836,105.275019166,104.180944982,0.0414762943702,0.0747379878944,0.013712114018,17589.0
1572,61.2955356125,45.6263618234,48.9385128205,70.0553500787,57.5630203754,56.1686308461,0.093436863409,0.299672054627,0.0839964586924,11667.0
1573,161.723839437,142.872822535,104.406847887,67.8017266191,75.0777094166,73.9543194284,0.00997414178498,0.0449740914579,0.035716837332,16847.0
1574,89.5756986667,71.3102933333,44.13876,70.9361880593,61.2748564044,48.1010783143,0.0471848807057,0.223756705094,0.100202488164,15945.0
1575,134.983610667,123.694461333,145.269482667,77.6024780235,72.753923501,71.4122778829,0.265475720634,0.639975510897,0.228103074068,25400.0
1576,206.050610667,180.497418667,174.540405333,72.2141051865,91.8290741977,94.8778401353,0.217421357082,0.274932617023,0.0372986268512,26905.0
1577,32.7436106667,57.391608,61.21612,64.7334647961,83.7183740595,88.2553077619,0.150792323446,0.189550656134,0.00597123416289,11190.0
1578,83.8157973333,53.3832533333,31.412248,77.8151749728,63.9636957204,42.5234345538,0.121248817532,0.297474947151,0.154060761195,25329.0
1579,100.034450667,117.393386667,135.727890667,90.4557662202,55.4652886912,79.4544373033,1.15675309754,1.62165762576,0.189902986055,18975.0
1580,76.4758213333,62.2990906667,71.1699493333,85.6051795749,79.5228326674,81.969628391,0.116019335567,0.230524796199,0.069062380509,15035.0
1581,70.3813195021,127.447067773,149.22617704,77.4041471087,66.3854144636,66.5315336811,0.0948442138223,0.163435985208,0.0166150558613,10821.0
1582,208.505512,187.102917333,172.811597333,51.8868967558,73.8038175347,87.488052002,0.252400070034,0.407049274438,0.0826279588999,19725.0
1583,158.048492228,150.729746114,147.413935233,82.8952489673,78.4061826375,84.1159146692,0.117635263579,0.420626766592,0.151192439414,14489.0
1584,132.384415254,85.6953333333,102.232076271,68.4043924032,54.6507443333,65.2856161379,0.438706579813,0.840018104831,0.156905197649,24067.0
1585,182.057273504,115.423279202,122.452450142,58.7006382224,93.8608146666,83.3944789757,0.181650978348,0.153848946342,0.00896696621486,26791.0
1586,149.638021333,83.240544,50.3650453333,71.5159253182,70.4595624543,53.7680914103,0.0854166759447,0.263411759092,0.0980481815047,26488.0
1587,188.851621333,175.001749333,175.026610667,83.6184646581,87.2629996711,85.5507243757,0.114548872744,0.187985547321,0.0226285948359,28938.0
1588,62.6754453333,48.0749653333,75.37776,71.0032778042,51.945125625,62.5101812831,0.229462659711,0.403903928482,0.41376227405,11428.0
1589,33.2663089431,70.6372791328,92.0560867209,52.0488786941,67.0850071899,71.3391411895,0.136810194401,0.201856543331,0.0222928805399,14417.0
1590,179.666026667,179.6778,123.718397333,60.9683835263,60.0005410461,72.8766591894,0.15181866596,0.407222194013,0.385289171908,21250.0
1591,150.357987342,157.150065823,152.605405063,96.8379842281,91.5170702303,91.59002753,0.0476770280916,0.19595783564,0.077909829952,26309.0
1592,139.960304,122.757117333,124.482504,72.0049542941,66.6531714275,64.9490555889,0.152231016055,0.298090516457,0.0654986846821,16084.0
1593,135.011386779,130.427423347,120.090953586,90.4059047383,91.2120381309,92.1573559074,0.0110703698579,0.0454817215029,0.0174599786822,12794.0
1594,167.515338667,105.970802667,96.551128,82.9451931783,88.8447868637,91.6280031391,0.55974951405,0.622392433923,0.0196119311397,25506.0
1595,72.6381413333,32.116128,13.6626613333,86.6244837732,71.5690473665,22.1131376929,0.248644802759,0.329573960264,0.365535683396,28360.0
1596,99.2616006711,98.557238255,98.6467684564,83.8881647146,83.5927433286,83.6051872686,0.00344150404077,0.00254547614709,9.2493126542e-05,14233.0
1597,32.3723573333,44.8726453333,69.2000106667,67.4112169945,70.7077335854,71.9160907428,0.139623638371,0.718497333128,0.532399241457,11244.0
1598,167.500632,144.099533333,130.306634667,97.6655129013,104.969066731,102.38376354,0.158873797751,0.258764445482,0.0493259245577,26643.0
1599,202.513346049,189.01393733,182.621498638,86.5157989798,93.3279032211,97.5658155893,0.0633444387414,0.0994083882737,0.00651407501919,22584.0
1600,209.355984556,195.916924067,125.792082368,67.1030939553,82.9478214323,80.3119977421,0.10832896085,0.641434742171,0.546928064193,18682.0
1601,170.697112285,130.116943197,117.305558785,76.2888737392,84.2316170905,95.0481602309,0.24927557167,0.419261360908,0.0287549692143,25381.0
1602,122.176512,89.9961253333,55.5468293333,69.2345719097,54.6930231595,46.8375928112,0.141659314502,0.459275096179,0.178242170108,23750.0
1603,81.7682098951,65.6175742129,46.1097061469,66.4489201792,61.1562844426,48.6295097748,0.00943091219819,0.0591615623174,0.0307324567905,15331.0
1604,165.124290667,154.63264,150.929186667,80.5521447997,88.4068233639,88.622952972,0.121885199618,0.177483373607,0.0300948060649,18449.0
1605,58.1466705036,48.721942446,49.1783625899,62.7281015473,59.4422558246,61.2602333934,0.0316603415962,0.0271484943938,0.0493595872833,27016.0
1606,154.455863517,148.737755906,121.946325459,73.4779867726,79.5947101686,80.8076172697,0.183372713879,0.152711838149,0.114055511571,29384.0
1607,46.2432453333,56.06884,71.0604666667,55.6638362288,57.6597890595,68.1071370889,0.10413458183,0.245070986671,0.0364744893526,29182.0
1608,99.6233111111,72.6550694444,45.6546305556,73.6814424468,72.3570312419,57.5620680025,0.0459464838839,0.170898148218,0.0772171458503,27888.0
1609,68.2009066667,35.277048,47.7443253333,70.4138688932,54.0002163367,62.9082631652,0.512441664769,0.516908257176,0.0431863927116,10283.0
1610,74.61848,103.503976,119.530216,84.2055454695,79.2491997364,88.4895314279,0.243484127739,0.426361888148,0.0357803851698,11563.0
1611,136.467380084,112.400942496,150.108232819,90.4041672584,87.0805897941,74.5393571284,0.0677276613593,0.38758153879,0.264970172023,26689.0
1612,49.9485173333,41.8543173333,47.912912,66.8303387008,56.8338799006,60.6820650908,0.136775482592,0.380214505104,0.165183663486,27244.0
1613,163.679810667,67.5332026667,30.5275173333,93.7179847777,57.2903298552,30.2634623288,0.316360411594,0.721714922236,0.339913698983,24913.0
1614,128.488683805,97.5179562982,87.9693393316,46.8155601148,40.7964188463,28.8971912828,0.104889437706,0.347730094916,0.171561777393,11496.0
1615,130.792930667,86.1027013333,59.5395493333,104.902877086,90.1907149939,78.5687644711,0.102845204105,0.257894625014,0.0690607126377,20000.0
1616,201.022068421,183.823568421,176.155610526,63.7042237081,73.2042323935,74.4303125579,0.159113388981,0.211302472595,0.0429947679848,27884.0
1617,217.050221333,207.570906667,207.010472,72.2591841486,84.037156712,83.7536162463,0.0869898399045,0.0796604662132,0.00669690175112,26039.0
1618,21.9429866667,26.7342613333,37.3646346667,57.2284708877,58.4244819144,58.0147183299,0.0392568140285,0.0692794401918,0.00499819825012,25047.0
1619,35.5810594901,99.4065750708,197.948441926,64.8536713467,47.1668446276,18.4067724975,0.00772711342164,0.140371061089,0.114133467734,18839.0
1620,139.962382436,145.651161473,117.974314448,71.0040454794,54.0500092644,89.7926859692,0.403786944722,1.42094141146,0.58239444906,16306.0
1621,170.059530667,182.864432,187.979122667,95.6667127485,89.261136687,83.4883049623,0.0110318000939,0.0217875013156,0.00342890146141,22787.0
1622,143.719885333,147.512074667,112.3424,64.611231736,65.8612801845,60.7105845981,0.0706886361881,0.0911123726951,0.128085337366,25195.0
1623,57.8909146667,59.4343093333,76.1635973333,77.3383064489,62.5322611943,53.6168221977,0.0467956220226,0.214683662468,0.101332680564,26837.0
1624,78.979672,101.136154667,151.568368,77.986477119,70.1056929351,53.0169954431,0.299730355343,0.776908367009,0.29034300608,22466.0
1625,64.8357253333,58.20296,55.0780293333,67.4682144458,64.3415214972,64.3190200958,0.0056097715932,0.00954885509597,0.00111182741181,13672.0
1626,110.106101333,128.883472,120.48136,96.5637736136,65.2214576135,51.4858533763,0.103659472927,0.196057048433,0.0332357770251,16147.0
1627,163.442962667,109.896157333,64.1948293333,69.1816018322,65.5371962631,55.7281625171,0.0480901703647,0.184277418283,0.0624622493159,20342.0
1628,117.796789116,145.342255782,137.001910204,75.8912816054,81.8515544076,74.0851759233,0.0265780865012,0.0390519816155,0.0103358099855,26818.0
1629,103.573689373,104.53506812,106.697564033,107.670257584,108.19890049,108.626521109,0.0255124048931,0.0456453419638,0.00465247755528,28271.0
1630,182.685304225,165.975478873,144.109050704,62.7064179417,62.6067206837,62.0105210819,0.027809342586,0.128224476457,0.0641121584139,13361.0
1631,181.887568,137.446466667,89.567048,69.2366212856,61.6497484681,44.0786756066,0.110892915427,0.206945350285,0.0416760858237,26317.0
1632,166.794153401,162.778801737,132.594049204,76.7174425152,71.3865329037,85.4141232719,0.0840999278694,0.39556434877,0.272130306843,25432.0
1633,202.223368,173.109226667,163.114034667,83.4559589249,80.6100249196,75.7573498751,0.0793237737081,0.178887614308,0.0338391215115,26108.0
1634,95.920562341,102.60402799,141.011928753,57.0897791915,54.0183420697,83.9076418541,0.144080128474,0.698155927854,0.305086117366,26921.0
1635,251.795410667,249.096618667,247.883712,18.1081691106,28.110869514,33.3907236984,0.31689207263,0.421726299372,0.131757166331,26723.0
1636,38.1880457604,32.0494751009,30.9183041723,60.0428742804,53.9626431436,48.4070806287,0.0245448752525,0.0637128152427,0.0185936128058,11980.0
1637,90.169512,71.2195226667,60.5697333333,82.210566679,72.9229774429,62.8111084543,0.083219797953,0.109273550809,0.038398210356,18141.0
1638,156.950979003,123.357385827,94.9616167979,71.0560361369,69.6606037796,68.796720888,0.18989665487,0.280032961403,0.0800961408977,18100.0
1639,139.530098404,112.502510638,65.9875585106,98.9155049021,90.2241333479,46.6099410054,0.0893832184984,0.331798867327,0.483456972309,21182.0
1640,165.381854305,161.296482119,147.596341722,94.6393711906,85.6308764504,77.5315900266,0.0874946618873,0.129971648939,0.0174363573613,16227.0
1641,68.2381529745,74.4746515581,93.4580339943,73.0074431953,63.2819494419,59.552911611,0.0407370383227,0.200738927107,0.0743019203997,12148.0
1642,213.768906667,199.02544,180.761354667,63.2058448236,76.7635470312,93.7021399564,0.321904296769,0.251240635076,0.0923441285557,13377.0
1643,76.5876940195,72.1412684284,79.2274075104,78.6211557871,73.265434162,70.7777446645,0.085427950078,0.125089433946,0.00591907317811,26281.0
1644,89.4118346667,91.943104,93.473368,89.6180172522,91.6020361355,88.9735844248,0.0449417154863,0.0683149222455,0.00879518705072,14062.0
1645,164.193758865,136.116153191,139.968093617,98.2374843492,106.082217522,103.113881575,0.155416387896,0.160787460645,0.00120467538255,13436.0
1646,98.456624,94.163864,77.900656,87.3877899396,74.5884246913,65.6199875452,0.0705079058199,0.43300419817,0.272859446561,18176.0
1647,121.686928,82.6738,53.65976,85.1291141224,85.9621840669,64.5546233775,0.353231132072,0.483960575405,0.213413502593,11071.0
1648,184.995602667,163.967032,165.169701333,63.5981178285,82.0964816691,84.4535720428,0.13658503888,0.168821662725,0.007700293033,20429.0
1649,76.5560145138,66.7267460087,60.2433497823,87.539720764,82.4656134866,78.7196558907,0.014469490445,0.0474854619453,0.0147440162462,18060.0
1650,137.823085399,99.8853553719,81.3802093664,73.2139489514,62.6712711576,57.1472195522,0.236828372398,0.306403814915,0.0220299988155,22765.0
1651,107.761494444,77.1096861111,74.1617472222,71.8918114143,62.0441766411,58.9018963716,0.123807052724,0.18641257114,0.0189215051777,25487.0
1652,131.639666667,128.574672,112.652592,80.9416081705,73.9497011945,67.5249035419,0.0714079114904,0.323869782546,0.171975337561,23189.0
1653,132.516589333,85.447944,72.7966853333,71.5814019942,62.1477676041,54.1311421809,0.186311727646,0.29327621917,0.0537887308995,15170.0
1654,87.365896,65.4431253333,62.0960346667,82.7247724291,62.4208289377,60.1928232378,0.0810855908129,0.149760905452,0.0174973742623,14249.0
1655,115.942833096,78.5331155492,66.9823794579,83.1414328654,65.7292889035,59.3508580994,0.211284470139,0.390583033246,0.323893778175,14850.0
1656,52.1809066667,73.982568,26.5060453333,49.4462232678,63.7484832143,37.0496937026,0.0189267662007,0.0781533330602,0.16841584419,23205.0
1657,137.79859322,122.342076271,115.297793785,99.8037942977,108.736057789,109.756505693,0.0130516124939,0.0314703455823,0.00853158644509,25908.0
1658,183.75380865,131.798398427,90.5702437746,55.9498204129,65.9473887297,59.0764461673,0.136051662756,0.58070284555,0.308613413259,22603.0
1659,106.639364407,150.127166667,152.443426554,89.9554470775,66.4713903527,66.297239996,0.18175228565,0.300408880243,0.0260460211057,12453.0
1660,105.054762667,138.1706,144.642637333,62.0094421927,76.9034323094,72.8410172814,0.0798335245858,0.147122543417,0.0164820234815,24225.0
1661,125.667058667,114.164362667,102.459338667,91.6550977855,84.7689822729,89.8234883015,0.0600633708027,0.365416747799,0.212211083446,28850.0
1662,83.2735514286,79.0935857143,90.17462,73.6390984729,56.8619171477,60.368932851,0.129545412588,0.456370110801,0.148357685186,21357.0
1663,149.882978667,126.291461333,117.034810667,108.357691765,102.527112042,101.275638395,0.109053164863,0.171066080622,0.0180478117922,26243.0
1664,56.1254453333,42.61024,35.9773546667,89.3561474968,81.1215060458,72.276001175,0.0918183472263,0.124056876127,0.00939858096853,20115.0
1665,156.950549333,158.313013333,86.9894826667,47.4022912804,47.7061848819,49.5504490802,0.0268653659244,0.301617277994,0.340448714654,14868.0
1666,197.901436658,164.276929919,159.632584906,66.0323218421,86.2664671876,85.7511814301,0.249648294412,0.20257606036,0.0708040972272,29314.0
1667,138.159590188,57.859991342,50.8936536797,82.7820719899,85.6452029432,78.5293488256,0.37620495354,0.453405422278,0.0310094156256,28933.0
1668,95.6298765778,58.5842552595,56.2978148668,89.7310589402,71.9900798103,68.215002395,0.331969993287,0.306112658023,0.0080069528414,23030.0
1669,199.668242915,193.961012146,175.306026991,71.1922403569,67.4163863961,58.9707712028,0.10471868214,0.458871678769,0.258352170276,18683.0
1670,185.943445333,167.080890667,143.439176,69.9496106749,73.9056220552,86.9291350418,0.374714885221,0.680472102876,0.0932377670128,18423.0
1671,215.602934211,194.779536842,182.296747368,61.613608667,72.9197263845,72.3305286711,0.195778892054,0.304694403481,0.0269515433187,17818.0
1672,174.145130667,147.697554667,111.476461333,86.3668019154,89.5713224428,65.0662434595,0.0660941427894,0.152777393015,0.0735580595809,17202.0
1673,147.957058471,141.428518741,133.963787106,110.668484292,112.543877926,112.855059819,0.0109277517734,0.0284009799256,0.00834602840186,13747.0
1674,198.879152395,159.795776488,137.510583454,44.4248431678,67.7121212478,68.9881291489,0.749844421378,0.848678636472,0.0505366166771,13383.0
1675,146.276977273,116.606553977,103.915096591,100.396159349,103.405213259,103.049067121,0.0608792077013,0.143001828256,0.028274612182,21513.0
1676,135.576834667,123.32288,105.704077333,103.388424241,96.8650362472,82.4726629159,0.0275138677319,0.038697580529,0.00526208476419,11554.0
1677,121.797112994,136.971319209,138.021935028,88.3055728938,85.7130609572,86.3061469532,0.0205851788096,0.0354034915532,0.00534980413466,25293.0
1678,161.449984,96.397,74.2695493333,84.6477754132,69.7027619085,55.439109485,0.787763648652,1.38145022142,0.604699629364,16133.0
1679,70.78852,76.0468,82.2602426667,77.9403800107,77.8551386214,84.4505572693,0.0650968827903,0.170301430895,0.0302998192078,27551.0
1680,163.798544,131.106952,101.761538667,99.7739199698,84.0113658894,70.8480699915,0.105165665885,0.308745910235,0.121019252979,23048.0
1681,47.2984780059,49.8557302053,50.2729208211,61.2338598187,59.0134735971,58.6598251453,0.0137824138112,0.0241861761921,0.0056868504053,21784.0
1682,201.507629333,178.557416,160.473794667,73.1697315593,86.2165128155,86.6469882143,0.11690791756,0.220275259077,0.113808252131,16194.0
1683,97.4684293333,70.1698773333,55.4855706667,73.2968878691,75.8255604069,67.1438349401,0.112852716001,0.132326154592,0.0309150008465,16281.0
1684,115.624484581,108.632044053,87.7758942731,83.6337971801,80.9157407724,76.3672655334,0.121189757715,0.260280536957,0.155273661618,26505.0
1685,108.695746667,76.8717706667,62.7890426667,74.6894281,61.7267869667,52.8871373493,0.0920020066865,0.201664651627,0.0416174014767,23853.0
1686,128.655096,120.580205333,115.981069333,87.1001540215,88.4822801042,94.5332114143,0.0570015618979,0.116224610132,0.0199038610826,23719.0
1687,116.166274667,90.697992,77.117288,81.8582701548,77.6636645661,71.8835676414,0.127859189616,0.397020639566,0.137292713632,23586.0
1688,124.805472,145.031122667,171.367976,56.3963283337,44.4512685314,51.0329077001,0.549735568262,1.05767166725,0.177840975427,13062.0
1689,174.481770667,177.842624,167.762117333,79.1105094305,83.1554624752,87.6819836369,0.115546788212,0.199731532951,0.05021334921,18974.0
1690,88.9165422343,72.3071035422,60.60426703,80.7256474405,72.589803712,71.4125243009,0.0379330588984,0.0876428424691,0.0131874308704,26507.0
1691,133.641770667,155.784002667,146.022904,81.1971042653,64.0859753234,62.9637829079,0.187625249687,0.7103198899,0.442795592344,20523.0
1692,190.796749333,138.141408,96.9542453333,68.105217606,84.2214749719,101.399231883,0.144453580573,0.365213975969,0.0661255593611,29251.0
1693,169.823738667,116.123869333,71.624952,73.6775601384,64.694198424,47.7619937921,0.160689856646,0.305754933956,0.0806743323407,11541.0
1694,212.649644986,202.089723577,185.456504065,61.2458291651,74.7397272025,78.6718899308,0.162768192459,0.225766906716,0.111887769981,25866.0
1695,79.5981361816,79.5020801068,46.8023124166,86.7033244966,78.3795088031,61.0269680237,0.103238193409,0.224826725098,0.203313657532,16000.0
1696,76.4999626667,72.7192293333,66.1942506667,95.3556010171,93.4582690322,86.3823479808,0.00221541654564,0.000699787936683,0.00290446273642,17875.0
1697,102.269242667,114.287032,128.857416,48.3513179316,53.6119183699,59.9585257808,0.459975231146,0.514775839965,0.0140699722811,11645.0
1698,152.537024,146.015797333,160.051512,68.5149321722,83.2201160364,88.0724674336,0.327441836731,0.312679216338,0.0157646826113,11335.0
1699,198.730376,167.254290667,157.638362667,74.4751372846,89.0809672466,90.6705195002,0.222448912319,0.182585816841,0.0263750298221,18846.0
1700,169.398146667,145.830877333,138.461733333,108.461949503,117.176614403,121.089178343,0.103228537816,0.150726440117,0.0118900539451,10498.0
1701,150.468151832,132.823759162,111.870947644,95.5302747788,99.2782168306,90.0595114177,0.0676196530452,0.14665731938,0.0677108099191,26829.0
1702,187.491212202,184.421636605,178.972244032,62.9207858881,61.5203064297,70.6225503237,0.140018706662,0.434816264379,0.151630786172,26299.0
1703,97.9956293333,90.1021066667,71.997016,67.0318218527,63.9487258009,60.8033995466,0.00812755920296,0.0422279116215,0.0189545685182,13015.0
1704,97.8401048276,90.6559089655,71.1057268966,72.7239315381,65.5313293117,57.4282239852,0.0929190872894,0.313322547713,0.164070993034,14483.0
1705,114.439066667,137.711821333,109.963069333,78.0547150944,72.093002904,90.0244931938,0.317342816649,1.00822455203,0.500201134036,15213.0
1706,151.224642667,152.631912,153.885832,85.1008759669,84.4052279062,84.1396540224,0.00322795168811,0.0121464913748,0.00294281117761,19082.0
1707,159.489212121,133.01859552,123.829976285,72.1179161576,73.5434176974,70.6134958826,0.432108806527,0.444788049119,0.177178561795,26477.0
1708,11.80412,8.04336266667,8.611744,38.0584013199,27.6189306035,28.9463524693,0.0817846754753,0.0611741827582,0.00402795910593,26594.0
1709,125.132824588,106.308311844,90.2716551724,94.0479799918,94.9036903553,94.5216838572,0.0171295689203,0.106117799425,0.056008403065,25253.0
1710,160.677250667,172.427344,175.752122667,86.2450979063,82.0695641581,80.7869558912,0.0787875863627,0.273629069818,0.0728067549786,18658.0
1711,156.093524079,81.792878187,42.2746033994,77.1484638487,75.1812839198,52.1217533094,0.155975302422,0.520728007584,0.321045324959,18869.0
1712,120.94184,126.916538667,115.152957333,80.0089075296,85.4222429086,86.793184702,0.0166177911624,0.0278972954404,0.0114303562652,19973.0
1713,205.17804,205.095941333,206.991648,85.1095809124,84.858164867,83.0916479051,0.0112154330196,0.0264495182876,0.00607554807643,11068.0
1714,27.4096986667,27.7650506667,54.75952,54.7750029637,58.0900666564,70.6645937466,0.00786969340342,0.104219718908,0.110095710375,10398.0
1715,73.9814906667,61.6954906667,46.8251333333,90.2959556204,83.5938116812,78.0785687731,0.0316377432599,0.134921858686,0.0425679217769,24350.0
1716,43.3935573333,26.9302693333,18.627024,79.823694548,55.7176207583,43.7423699202,0.036093633949,0.0933671160005,0.0637712762287,26204.0
1717,152.203168865,100.388693931,116.719973615,70.3880244521,58.3223993899,51.8323845346,0.432065147974,0.887968454455,0.230730389095,22969.0
1718,86.5483333333,81.40824,78.8007786667,63.9928391819,63.0622948845,62.2213213311,0.0221376542937,0.0338802355469,0.00444611156744,20553.0
1719,110.838637333,72.4871146667,46.358168,92.756923318,85.6037432474,59.5341335455,0.0803846407355,0.191255625153,0.0796737024932,17277.0
1720,46.3766693333,25.0041573333,18.351552,79.7344477639,56.86074129,49.3653676227,0.155492115362,0.277918042717,0.0412540267193,29794.0
1721,196.414374836,179.496052425,166.413017038,71.4717377346,79.3854705923,78.4985134896,0.0832994855728,0.0983695140546,0.00348190854908,29298.0
1722,74.9876506667,64.955216,71.0020586667,76.5547846675,68.390179059,68.8633712876,0.0144188233435,0.0210150944464,0.00465469122832,10031.0
1723,29.4496533333,38.3874826667,50.312856,55.1847925297,49.8623803268,45.6771446983,0.212684318215,0.264907318633,0.0170529770739,11439.0
1724,104.13836,99.1297413333,91.7029066667,80.750451973,82.6919109739,81.6299945989,0.0390925436412,0.0373434646427,0.0137740529086,25797.0
1725,129.155018667,117.745133333,131.711128,82.5512246702,57.4850869964,69.0283101413,0.265143124203,1.03103383336,0.373356343622,21148.0
1726,118.526735602,108.553696335,109.057442408,79.5310794883,76.1746283664,55.000691584,0.0399788010276,0.32160270061,0.199058845213,22602.0
1727,202.6718,162.693805333,59.2242506667,81.1412726839,88.6557002764,80.7738241407,0.178214195661,0.791817131127,0.633204892032,25474.0
1728,42.8336145833,39.06509375,40.9473645833,56.1789424634,46.5780435722,45.2714504905,0.278184169864,0.357492424763,0.0251581336128,27417.0
1729,94.5820141243,77.4085084746,70.8119858757,79.4211535044,67.8670366467,61.9071985752,0.0492246784284,0.225399419089,0.0834546955744,25926.0
1730,92.8980305132,84.4452454924,96.6671955617,73.719071685,73.4142930942,61.4907340415,0.0971458534196,0.676881306266,0.479235069149,24563.0
1731,166.037408571,159.929731429,134.3582,67.4767499685,66.7968975288,69.4528951256,0.0389415784048,0.20621903241,0.0827804703852,29992.0
1732,128.313896,113.370490667,77.1978026667,103.386265677,97.4748855484,78.3608216018,0.027929136788,0.231192616929,0.147120218877,14531.0
1733,195.534970667,114.711277333,57.8007386667,91.0297360558,90.1648302271,74.1742977515,0.311077811443,0.628952875854,0.396123812043,29047.0
1734,209.050797333,198.840258667,199.352864,82.1141468828,86.4356515645,82.4878735593,0.0776790750803,0.313540246911,0.138199987694,20174.0
1735,131.562884507,109.190535211,74.8777971831,92.9702196778,87.5225020273,80.9098492341,0.0397251535197,0.191018196817,0.0925336853222,20470.0
