,mR,mG,mB,stdR,stdG,stdB,D1,D2,D3,ID
108,91.3656346667,89.5941173333,63.3244533333,78.971803166,71.4525220497,61.3014751266,0.0414094668623,0.126627625179,0.0607262541129,23988.0
109,151.775461333,184.267829333,185.361330667,80.0804423131,64.4652341715,73.9454771582,0.175067322627,0.552444028859,0.266415553106,12600.0
110,156.289368,126.472528,65.5868293333,69.1178043017,70.4680976137,67.2140456105,0.117087927923,0.361089589669,0.20670469422,15716.0
111,127.125264498,102.433454031,90.3140820368,86.5230001252,77.3947934825,73.6856110711,0.152033508085,0.29592200726,0.110297690552,26207.0
112,79.1251146667,66.959296,58.9399013333,97.2604475399,91.1552484456,85.7998173511,0.0397116478086,0.073232773015,0.0153900692144,28981.0
113,119.583104,124.186389333,69.5614346667,69.490066516,71.119278739,57.100357656,0.0589358947765,0.455346255939,0.287380723684,29582.0
114,111.086786667,65.4237013333,39.4231226667,82.5876086352,76.7666094591,54.9333922905,0.0910303261661,0.223244672897,0.0760354708868,17669.0
115,123.706488,114.300957333,121.102397333,76.3963482376,65.9305393932,74.0366720492,0.394542600293,0.812221460079,0.293700073418,17433.0
116,93.4226443515,72.2867726639,48.4088256625,85.3401396198,67.5975204722,49.3681747997,0.0199649014169,0.212794765409,0.134179552741,20693.0
117,176.762285333,151.057562667,145.016845333,84.4677046356,90.1467676692,90.8316897503,0.117555699954,0.157986231117,0.0113850560741,15417.0
118,65.303736,43.6610506667,42.8749333333,82.4233253906,52.4747057163,49.9677443257,0.361100032527,0.0902411217764,0.134958786997,24960.0
119,20.2511706667,22.8370986667,19.5439386667,46.5747545776,47.2968954776,38.2141269523,0.0148591653527,0.203867615982,0.157250448503,11587.0
120,121.574733333,103.229146667,66.527352,75.7949862827,74.5714061631,61.2659280939,0.125059196065,0.329911562751,0.197568095558,20891.0
121,208.577629333,193.735565333,213.012144,65.5209220963,76.6345172859,53.3990589354,0.304455624154,0.340641745658,0.0726782506456,16865.0
122,88.225344,88.112424,68.5023733333,92.5742751817,87.2339202729,76.5452500227,0.0244062928417,0.106865816439,0.0452084136398,15418.0
123,176.516362667,142.282664,124.927896,54.6972993751,83.2441694118,106.32538418,0.646428067049,0.860232066527,0.26648929451,13394.0
124,190.955650667,152.982018667,145.587906667,74.7945367243,94.5602714851,97.4581369294,0.114863980425,0.150130860675,0.00978753389341,12308.0
125,120.406645333,84.343136,36.6244,103.590234261,80.9136984304,46.1226795619,0.10029783673,0.462739282111,0.336479641827,25528.0
126,123.798135021,120.114981716,103.898908579,83.7388425141,81.7574501697,82.7718431401,0.0626350150677,0.238326952315,0.0888601060284,16726.0
127,82.0642051282,79.7096734143,75.3894952767,55.385935861,54.103925754,52.6100224109,0.0024600889852,0.00476563638717,0.00224299125268,11500.0
128,102.708205333,62.423272,58.206584,89.065984827,71.1191076117,60.9343125919,0.194711398355,0.316033137338,0.0513054227935,16321.0
129,167.331834667,155.299272,154.700437333,103.547705169,106.166296505,106.750419782,0.179063171713,0.254409377442,0.0227659762438,17417.0
130,122.496082667,139.850762667,151.469194667,63.4725517631,58.9121437641,67.458698913,0.198176003276,0.401314319767,0.0606156986108,16161.0
131,104.961844776,105.080122388,105.665220896,51.8596787639,51.9650962202,52.4470106198,3.69951717057e-05,0.000445427402017,0.000324992456018,29587.0
132,159.208424,151.643909333,142.861736,95.4524225331,64.2946299839,65.3413665432,0.432023258981,0.922349588395,0.408000451001,16263.0
133,97.8370453333,95.5193093333,96.2079946667,82.8931487344,82.7701550428,83.3364212788,0.0123887588259,0.0165613990854,0.00139958435172,15092.0
134,179.869917333,132.380032,115.655541333,78.1152033932,79.8566557924,71.1911798204,0.1401431946,0.156136097489,0.0077719007585,13537.0
135,135.141493333,112.933184,102.165317333,85.4728414779,78.9208916297,75.1701987637,0.0593423090511,0.114292413799,0.0121950751654,19388.0
136,118.654496,123.882394667,143.986626667,65.6716052516,62.6249049792,81.2078418206,0.513645087687,0.802171254898,0.109590229504,20763.0
137,157.663104,119.093824,95.6589066667,63.3088429401,53.0707506861,38.0717449999,0.0434740270404,0.210858758762,0.0893104158049,26113.0
138,80.2532106667,92.4563866667,101.243709333,66.586426217,65.4244726221,65.6789321505,0.130645642337,0.349770529478,0.0726076803269,21683.0
139,179.434410667,177.863930667,169.585258667,58.7230674214,59.5802951973,69.2223045385,0.072160513912,0.148739431557,0.0544432880975,18887.0
140,64.4193933162,55.5260025707,72.4369228792,67.678805363,64.8684247696,65.6565911358,0.0450055423334,0.190601185599,0.107208075165,29818.0
141,67.67876,70.2060266667,76.414424,74.5071040698,77.5948687029,81.5483595712,0.0432721527053,0.0806115466604,0.0103288170725,24392.0
142,45.8528693333,33.4626853333,28.778416,66.8101003584,50.4321629084,45.2469758753,0.0486242115166,0.15119505729,0.037168126799,27316.0
143,73.6412923977,40.5323304094,27.0330760234,86.1006935751,60.5701612052,49.0356297793,0.10729242951,0.268702183737,0.0736241968022,16032.0
144,158.290413333,88.924856,66.7327546667,56.6264798255,57.5873422554,37.3441948179,0.348327589749,0.343735631076,0.0391607750475,29225.0
145,126.730055788,120.307140865,118.855573222,74.9221925205,77.1926211185,79.5178912706,0.0340638898816,0.0787030116698,0.021906858847,19493.0
146,24.9072906667,34.2504746667,44.5129253333,46.4315625659,49.6841848322,50.8835596593,0.0297395931919,0.0892863410304,0.0217428339783,17532.0
147,83.59795574,92.2807164592,82.0730733057,83.7158096563,87.9663893782,79.2260007284,0.0489292061971,0.134337049979,0.0748120853925,27534.0
148,154.734773263,167.031798165,165.065491481,98.2239857116,83.1490590229,82.6539990651,0.130011570596,0.377935595576,0.116762610509,28426.0
149,63.783377907,59.4763517442,63.0064622093,65.9316578367,65.7896785753,66.7468050066,0.00937609567355,0.0224996840884,0.0437315556551,15055.0
150,107.543933702,154.077265193,163.698522099,84.7389702283,74.2052884687,71.0416193713,0.225966570663,0.349929636443,0.0315011484011,24595.0
151,182.286261333,150.979816,49.1578933333,68.474601314,64.9960406225,58.7655836951,0.176823399029,0.683026082247,0.516916547618,20910.0
152,101.548665722,94.006203966,87.2616090652,91.8008340234,90.1202819216,87.9508614566,0.0144248965518,0.0335159818085,0.00565162474251,20388.0
153,59.1043066667,12.5592346667,11.9205066667,77.4538235087,45.8327566185,45.8898305744,0.484404497348,0.487971789285,0.00218727348235,10692.0
154,162.809541033,136.533072948,110.983951368,74.2525312915,82.2828487843,87.0228855283,0.215958909469,0.782623444844,0.400537244366,27003.0
155,184.107638418,136.799457627,139.698590395,56.048668988,74.9271114951,71.2958431546,1.07702758444,1.09019319045,0.00860937675063,25755.0
156,101.579992,118.111418667,87.2612026667,72.6670622585,57.4838411777,50.3577053207,0.488446891049,0.697793594328,0.24818329612,15657.0
157,165.456754667,144.064061333,127.139416,76.1960722118,86.3963942775,91.2379833796,0.0568457251824,0.127969735913,0.0310215232633,11697.0
158,130.638850667,112.640709333,98.691096,66.0710908479,52.5681097075,74.008194643,0.383262289069,1.02349955484,0.264962628945,14676.0
159,127.483701333,137.949434667,136.499605333,82.270705947,84.157967453,88.4473749065,0.0219498735291,0.0429713717653,0.012151917681,11416.0
160,91.630609475,78.8834903969,62.8320128041,86.8764270753,75.2781275809,67.6612987047,0.211770864718,0.281902073938,0.0451416837947,21789.0
161,59.38992,52.2118906667,50.131896,99.9052985702,96.1558287279,94.4488987942,0.0327735187461,0.0451607035663,0.00299182590599,15765.0
162,53.4324432432,39.1922810811,25.7854648649,42.8706675173,34.9931977311,27.1241541221,0.0183550796402,0.0722062533524,0.0355757442297,18239.0
163,175.190613333,160.767024,106.992072,101.869945256,102.691697734,65.9100940257,0.0576873085672,0.195189199575,0.117942363234,13102.0
164,100.338861333,95.3147893333,109.916594667,80.4857696552,74.0515002122,77.9711752608,0.0322156074663,0.090197667082,0.0505173126618,15199.0
165,38.831648,51.052208,61.472904,67.1585304505,79.5187098801,85.7594221479,0.0496491346078,0.107009547571,0.0260511380431,13060.0
166,61.3873250346,45.2307275242,36.578802213,72.8586176607,62.42202411,53.710636528,0.100528437033,0.129606979637,0.0256409275344,19727.0
167,80.8279333333,45.3244106667,27.5027546667,72.9742097346,47.7171862301,35.6468004419,0.0907430234078,0.304547427123,0.0934265059863,10220.0
168,55.6309093333,21.483904,16.4319493333,85.0318316166,46.1490860825,33.0221613432,0.207487596769,0.345084348619,0.0971118674183,26203.0
169,117.661648,118.413061333,132.872896,67.490588326,68.0383347166,82.5910780931,0.191265903465,0.517053162776,0.166933012713,29475.0
170,174.406058667,179.009138667,182.612101333,78.6927884648,78.0397052734,77.1812916102,0.0486641888799,0.0455366075812,0.00322113916669,27765.0
171,23.2593323983,37.1199382889,31.876973352,47.3146764679,49.8093314812,39.9592488482,0.100180567933,0.432240540708,0.190574365345,28806.0
172,118.097698667,123.303482667,122.709568,91.0914631875,89.8269917245,91.7790055074,0.0995575908464,0.398593869536,0.168031216385,18762.0
173,172.311584,150.557978667,154.980954667,96.652012185,95.7728990954,93.2325557443,0.204271925047,0.411147051755,0.0805531950214,29596.0
174,121.691186667,98.8834906667,69.8475253333,88.7072650444,76.2092620546,72.6595418612,0.0743687008815,0.405385791542,0.178424621372,27915.0
175,199.153989189,181.431716216,170.800645946,69.6246734829,87.9244120516,90.0809338264,0.0382159174354,0.0597387466214,0.0202193146644,25274.0
176,134.027476529,112.516347084,91.7556073969,76.773875221,72.9009915515,58.7115971081,0.208492043923,0.283541075383,0.0561645088867,23722.0
177,103.211226667,60.524776,24.4263493333,90.702087337,58.252565261,22.4143282652,0.0412705376895,0.164810681029,0.100580376182,21355.0
178,167.500408392,140.676587413,119.736830769,80.1403451285,86.714521913,96.5829232651,0.057092428248,0.165568156729,0.0368992433882,19572.0
179,209.813098555,193.522270696,190.169324573,72.1804562262,89.7234038833,92.2056572238,0.0454925060083,0.0752572995327,0.0075459138577,19361.0
180,137.645461333,138.510544,62.1447253333,122.226983702,110.299050009,77.41917839,0.0838293202715,0.386179626116,0.318408254797,24358.0
181,171.438194667,161.358554667,143.685592,84.2139553208,88.103734033,92.3863856255,0.0562322411313,0.151520660198,0.034825410701,15365.0
182,156.166298667,144.526685333,131.199194667,71.8651636939,80.126986631,79.0852019627,0.518763575886,0.585881525249,0.103001636849,25465.0
183,30.033,3.72319618529,1.68675476839,59.6059979366,6.94552554903,4.76808417959,0.306423503128,0.787632441416,0.328322101019,11059.0
184,160.821690667,110.053898667,134.586170667,84.5254599462,80.1246730639,75.670765777,0.37165112342,0.3975543277,0.189360313906,21705.0
185,40.2235813333,39.0593866667,35.7181466667,31.9192513392,30.9898069891,31.0619566893,0.00173426896117,0.00683817301756,0.0036244935832,12142.0
186,180.330948864,169.127963068,119.618136364,64.4755108206,68.3039628318,53.4616822056,0.0287379614007,0.134407620558,0.0971178833198,13292.0
187,171.461152,152.621706667,144.233045333,64.9681238775,77.7820180986,86.7398819721,0.341652285959,0.53481205037,0.03814926081,14361.0
188,129.250735211,42.6076873239,33.003884507,59.175857249,41.7286277665,29.4445141424,0.668888566997,0.756889672231,0.18450723904,10884.0
189,188.04205277,171.132765172,161.809915567,65.5201012835,81.7332528176,89.0061981764,0.0604209486342,0.0793161782526,0.0256331042199,14755.0
190,56.7007824859,56.9115508475,58.2410762712,67.9657636684,66.514973922,67.2502001616,0.0714070590642,0.0837370839939,0.00380727526249,20244.0
191,36.0611466667,47.333384,70.113656,56.9139854378,53.9488184527,55.0013110357,0.0337046323512,0.191200225174,0.0837620455682,11548.0
192,167.773808,125.292168,79.1577706667,85.3608615068,86.2662408469,80.1900948107,0.0836944850018,0.387243128593,0.17749577845,28983.0
193,105.111946667,91.8817066667,79.3130773333,88.3006305524,68.8479290903,42.4690234239,0.0718137100626,0.41989850816,0.211570553614,25805.0
194,68.4517093333,76.2673413333,70.854704,77.4870035985,51.315664437,46.5196520309,0.445521085095,0.741885874776,0.0908733731556,28120.0
195,109.970421652,76.4074216524,85.44297151,73.8117222702,57.90241008,47.1267818577,0.144338828721,0.231111249666,0.0532030347437,22679.0
196,133.845906667,143.798464,124.905122667,85.0819913686,80.9022093595,72.9857823115,0.0108503961365,0.0434657048769,0.026965705788,16923.0
197,196.369357955,216.037803977,224.848207386,66.4468383349,52.9290389005,47.2039797704,0.0273769480854,0.0581048807657,0.0080590286301,26610.0
198,127.811269333,117.000906667,93.883648,83.3463764103,82.4434769393,89.7413009538,0.0181386153505,0.0941265014758,0.0441876161938,26840.0
199,119.325546448,85.7683005464,40.8553333333,98.1153075286,82.3980685656,56.389655685,0.072814354974,0.339873784932,0.191976448278,29877.0
200,95.2892826667,92.3567813333,95.221072,96.2673748727,94.5311536959,92.412042371,0.0573516579342,0.154366985882,0.0378093759458,17140.0
201,96.4299333333,74.848912,65.2721146667,88.7418119415,85.3436877206,73.4604431533,0.070268270411,0.143107564095,0.0517515268466,16294.0
202,146.886448,146.898930667,143.316573333,101.635956875,102.140330322,103.271229307,0.0115888583161,0.0268097047649,0.0053503902008,26907.0
203,189.763497297,156.647937838,113.661075676,69.4466049332,76.6426388688,77.5838250106,0.0707632204487,0.214559256282,0.059633765685,14274.0
