,mR,mG,mB,stdR,stdG,stdB,D1,D2,D3
1833,127.565883469,114.867322493,111.577531165,7145.55854284,7240.62231538,6201.43517591,22407.7231552,15769.9655041,10848.6469663
1834,86.8333229974,81.0446149871,80.3040904393,4643.00732472,3042.62781312,3259.66509748,22057.5878554,31101.5085969,11921.692707
1835,142.440666667,75.3495333333,57.14176,3638.70691689,3569.66626112,1796.2081601,46820.4565228,59161.3625435,22662.211697
1836,103.502338667,110.175736,117.510317333,4665.04043186,4524.02966886,6628.91901889,23280.5694088,39737.7683822,17791.9622302
1837,99.784216,84.5296186667,85.2856186667,9306.3094346,7159.99608807,7046.10694731,27066.4849583,26972.7673775,10329.9049366
1838,174.873682415,168.421860892,152.631409449,6466.96540607,6325.87432473,7024.09242185,21535.9341567,32278.3764462,14554.8507378
1839,29.991392,71.8301733333,102.299952,2948.60905657,6522.1922709,9228.7846848,38456.5883952,61854.8217037,25144.2141456
1840,87.951544,75.611128,64.8524693333,9477.42483868,8255.9803919,7026.76781337,14755.9828544,26686.1215803,14340.3586775
1841,108.067332378,90.2893467049,85.1847621777,7849.01216263,6794.45518966,5913.53750764,23893.462223,41124.1984846,24946.5917913
1842,166.789029333,156.878173333,117.342784,9053.12665404,7837.36412626,6547.25715513,15005.7084138,39871.9570877,30997.7337075
1843,188.972013072,176.595793464,137.701717647,1153.93862327,1403.54402361,2280.1716577,10412.1071835,38466.5991998,29093.1297732
1844,30.1910584958,64.0871866295,61.0103454039,1104.30011504,1848.68360183,1789.83618267,24886.3326748,23252.3632347,2730.63911933
1845,114.383794667,93.8566746667,90.5676533333,6615.41790965,5675.05846852,6272.71814303,34788.8239813,54970.2203834,25930.8441243
1846,35.4574906667,54.7811493333,61.2948213333,3533.02877962,4716.56645905,5680.63068038,18048.6558502,26199.26665,9902.5797144
1847,168.158874667,182.14552,150.149344,2684.78559084,2804.97298926,7844.98902437,10763.4128417,31289.5673348,34863.3069286
1848,63.8256454668,58.0849066306,53.5045277402,4154.41821213,3921.52017652,3698.07173322,5085.0481807,9087.16650007,4432.3127146
1849,55.983456,58.2992266667,59.509088,9768.71168363,10074.8675034,10137.2311281,6155.8728057,10558.6295512,5003.15100712
1850,122.454237333,129.71228,131.953437333,7944.81965511,8042.4128572,8123.63441058,6088.2381688,8678.53432326,3182.43711643
1851,77.9217058824,77.2883389356,66.683092437,3842.74946947,3972.87389987,3195.88464523,7819.8616356,18731.0501841,15736.6212066
1852,151.977928,167.216392,113.530946667,7437.12930749,6439.3644145,9890.10910097,17710.771073,34749.6955382,45226.4972997
1853,97.5621186441,101.511322034,62.8767853107,3632.09814127,2588.64869667,1862.34243961,9128.3523705,23374.8812617,20286.9355251
1854,202.038973333,195.003826667,193.389928,6169.30747575,6978.35249469,7125.65656149,15012.3026215,17986.8555896,4225.59486936
1855,174.653345557,153.228315938,130.943703808,5066.82635538,6318.62000723,8132.97924259,33533.6092451,48012.0575481,29839.4555413
1856,192.069186667,185.927722667,185.303210667,8226.95413854,9146.25523999,9308.50040996,8715.87545804,13212.9324149,6193.69340539
1857,139.814341333,84.4012853333,58.610088,5402.06114686,7138.30318341,3935.1227553,45747.0799724,61391.452019,34374.3440228
1858,154.513125333,163.447378667,160.859464,4511.27260106,4184.500207,5103.88337763,31359.4537102,43861.6470849,19593.3304469
1859,159.245199438,165.409553371,41.3445674157,9681.34908229,9262.63013401,2441.94707105,44138.4279738,90441.8174242,96284.3268398
1860,172.335581461,140.451457865,116.59977809,7214.7220452,6381.08834591,6923.51690388,34820.8891903,57096.3698321,25198.0571473
1861,68.348104,52.5230453333,43.9170266667,7002.46467161,5052.25282891,3679.72118743,21097.6543009,28614.3977047,10469.6382459
1862,129.056088,135.399269333,167.488976,3275.24132614,3194.07945867,6868.8962038,26605.825208,68075.8993551,47241.7407596
1863,43.9429386667,42.8204026667,45.50064,5738.70147467,5529.87879813,5942.26362626,20138.3994647,21247.2332787,4219.26285031
1864,113.072692199,113.940530496,139.631795745,4888.42999528,5166.39412295,5052.80228095,21234.2459956,39357.8416837,23443.6557516
1865,162.931659919,145.90517139,132.105635628,8318.12299495,8664.37413304,7351.65134584,23884.9040609,69239.1566962,64839.3036977
1866,142.314917942,130.368470097,118.447335188,7594.74580305,8178.74240225,8749.47132656,19947.5775973,37207.0083721,27015.4102319
1867,25.93684,48.1209013333,71.7776053333,3932.39023215,6203.9971802,11381.3771913,27491.8380433,57322.7688009,31001.6692454
1868,198.952504,181.423141333,158.016645333,6280.5099868,7634.84262075,9294.44557893,32917.1756534,50352.2083428,30867.5123066
1869,157.780384,68.2986453333,68.70584,12531.8063021,8385.18194163,8081.83937923,87342.0840947,85958.1014914,4583.07429571
1870,131.359589333,96.116112,86.238992,7436.42023684,3674.42871534,4095.07991749,40417.1920103,55583.4983786,26460.7868364
1871,84.9374780293,67.9452596538,38.6564713715,5671.93414959,3642.05889697,1513.95040086,18272.9830077,49309.6460746,35071.9866275
1872,74.7055596556,39.9363739237,34.2834735547,4437.41628643,2344.5696639,1556.71664151,30811.1124109,37395.5988854,10433.2289345
1873,150.416490667,91.430232,72.4460533333,7104.60243419,5334.01919643,4099.26778309,47981.864647,61067.1990679,21519.4122829
1874,105.888,76.3629239281,69.7151452282,8316.7854477,6670.88099715,5391.00850921,30956.1171176,49483.2057066,27466.92582
1875,91.881456,80.642872,78.830648,6904.22521665,5427.90308626,3550.01072523,28640.4820316,43335.4586338,27497.4911219
1876,88.1797572414,93.4029682759,132.74145931,4903.85653699,6036.66017105,9128.57742982,20152.6315899,49834.8538976,33734.9255668
1877,98.759248,127.263933333,147.928821333,6667.28037981,5940.28265653,5625.73985093,22130.6165978,37662.5159011,16113.8885127
1878,122.56385695,139.152836707,155.537106613,4109.19942296,2989.44220099,1780.56903875,13359.7501099,25459.4083788,13382.8322862
1879,178.816496,193.640725333,99.4044213333,5731.12789428,6272.13322038,9777.43120605,48823.3089415,84396.6858591,90352.9953792
1880,97.7338166895,83.5822435021,62.6710807114,5684.61559788,5128.14990085,4736.1125344,12216.7538242,31283.4774282,19413.182686
1881,84.3978393352,133.250216066,189.349160665,7584.98192885,4037.84415092,2517.07245525,35679.1083409,70704.0865934,37190.606193
1882,44.2431306667,60.3231466667,82.1543413333,3041.12889815,3074.7639549,3891.34627475,17569.3924198,32383.0344471,17067.7959913
1883,173.275662375,118.609055794,96.6710128755,5678.16914902,5365.55199525,3989.41049995,37924.3982813,52165.6078178,17887.0088053
1884,160.504682667,146.947072,138.064186667,8128.53491141,8251.59369463,7534.68793874,36830.7397428,43360.0221402,12708.6365909
1885,183.564944218,164.833959184,148.807597279,2387.2122149,3539.08398963,5656.0812016,21565.4807737,36252.7554953,15518.9921709
1886,205.344903409,185.379002841,191.3630625,5822.79351891,7835.14723469,4865.77826517,25565.6341795,31436.9180741,26159.1078403
1887,121.740718704,113.549116348,103.761413844,10893.4671061,10951.997567,11120.426947,8672.15215503,17475.4078064,9144.24950447
1888,68.8482346667,85.4030373333,111.242725333,6507.37026328,5216.73991024,5603.57123908,28058.5769596,51703.8862563,28495.2947168
1889,62.071630643,52.4662653899,51.2841121751,4862.05835195,4044.19626553,3998.13540886,22927.4331969,21811.1262433,2777.88066698
1890,171.814739179,142.599687014,98.5484772475,5250.21182271,4340.63416683,2347.78640245,42881.6811821,66147.8493452,41126.4250087
1891,124.560793249,77.8150267229,66.946416315,8203.53094553,6362.9135261,5432.88425959,46852.9165794,50937.6674476,10145.2248373
1892,190.216938667,168.734029333,163.310208,1901.72322028,2707.00643027,2714.917371,24085.724714,26593.5779466,5138.96224933
1893,154.235358491,144.072809869,91.8154716981,7530.09137271,7164.20358406,2862.28090431,9741.75610452,44270.8439382,38371.2883677
1894,132.139669333,108.478176,42.4361333333,8345.57264714,5915.92096905,2308.18433705,18998.5442074,76577.2501073,60291.2807792
1895,171.360362667,152.398408,152.273504,7469.73373875,8251.2052524,8481.0927369,34617.806964,38981.5940926,13604.3691144
1896,205.426616,187.000778667,172.041413333,4364.76585746,6825.26273006,8582.97861027,32334.2122372,43025.2307489,18045.9457497
1897,224.835322667,209.960290667,184.58608,3855.64585738,5200.68235117,7671.52739557,20237.3331,43034.9873707,30197.5368698
1898,62.1252773333,58.4506773333,37.6522586667,3438.69645759,2672.24211661,1816.53754263,12855.4493893,26865.0081705,18456.4016807
1899,76.0870373333,70.083592,57.5744026667,4436.88553117,4328.46138838,3924.42341891,8326.37844444,15525.1575193,9572.67559254
1900,121.572095238,82.8379782313,50.8109496599,9322.03249207,5227.92995847,2741.76148446,34789.9633515,60491.3767656,28639.8936974
1901,83.8212426667,81.467304,51.0941893333,5681.69817915,4974.0338483,3229.51891237,7573.70563199,28233.3202971,24041.0703589
1902,192.853264336,153.230847552,80.5493482517,6759.80649662,5263.95834018,7884.94692699,32485.1332766,90581.1745011,60400.2434432
1903,48.0827306667,44.37252,57.9687386667,4566.4816303,3184.06036752,3092.1348014,13970.4334578,34040.4099417,22644.801611
1904,230.234802667,210.505693333,191.432632,2662.87393171,4889.66410092,7076.83489089,25568.614589,44951.8850328,29036.3961951
1905,165.610962293,137.48613273,120.471330317,4804.26102372,4237.87091177,3594.84473159,24629.3341973,37171.411165,20072.5854588
1906,114.606205333,116.414034667,120.407050667,12976.0838084,12743.4888126,12068.1857018,3558.7256146,6029.67055485,3442.80917275
1907,157.862491446,164.73548056,169.692121306,6268.99292655,5065.18972153,5067.09555286,9706.20646803,30182.942567,23796.3444672
1908,95.4115013333,48.78672,41.096328,5125.93536799,5082.90140764,4430.72049958,39777.0550569,44445.2716945,10984.4807342
1909,123.819277333,125.800349333,123.075226667,5055.13996598,3793.65159294,6211.68356762,28687.7983122,49174.1566171,25258.4074914
1910,147.231959623,132.876702557,113.653316285,6840.22766714,6404.94171564,4904.33482252,16026.3712674,27714.6129686,16946.4311877
1911,134.506952247,43.5151179775,35.4001460674,5073.76327751,1363.86474336,610.949164024,68914.5811784,73719.3269028,14083.0874456
1912,68.6908746667,76.9005813333,86.171232,4325.19834553,4118.8653266,4493.5815596,20133.0783538,36564.6928334,19570.8055021
1913,181.580314667,118.335456,94.7610906667,5342.75823222,8142.51175194,7940.675997,53838.7056308,70142.424787,33273.7865444
1914,50.3321466667,52.3193786667,67.819168,4842.78614526,5717.61851193,5885.58003579,6840.57658389,15534.0266834,13201.7524216
1915,37.043984,27.964816,20.2219253333,5167.31371341,3815.56600475,2845.21768248,14412.4148566,26279.8192916,13587.2735308
1916,61.7829803371,42.744511236,35.5281432584,3555.30112999,1928.38898954,1007.78716863,19762.0331697,26981.2862555,12401.6284818
1917,204.285068613,169.618408759,162.5956,3795.14848771,5426.5166217,5408.27449568,29686.1004007,32841.098383,6678.5995538
1918,164.718056,81.5630853333,161.892061333,871.478867581,372.845561574,849.740757244,52268.2872495,2852.8582159,50504.4765541
1919,122.887122667,96.6834266667,89.586608,6031.95228537,4957.90876532,4379.59718705,19486.901139,26512.2508475,8621.61174027
1920,203.376365714,184.402377143,192.639028571,3907.11070313,7994.26260692,6764.96231106,28239.0659194,22163.0498353,8238.01019664
1921,202.271829333,154.266856,122.035362667,4942.79752748,8926.45540921,10630.6640801,41850.6909979,65135.4862345,26860.6254953
1922,205.466389333,208.486610667,213.223010667,6175.78048099,5664.63365006,5742.83638091,21018.4915491,30301.3390298,10827.7179498
1923,76.1252,70.4142693333,74.9349653333,7761.99229829,5708.05449025,5777.68522116,27823.2753464,27556.9728381,8363.25313499
1924,122.268495238,103.626892517,97.9786585034,4773.69450623,4757.11039897,4578.95413774,23047.0598776,31282.7976211,14358.5048665
1925,123.547744,96.918208,86.665608,9595.74278718,8338.84322474,6834.26495799,31159.4569593,39885.8806221,15096.4239143
1926,62.1732464986,49.039372549,40.1279383754,6329.7476131,4676.01078594,3432.39931805,13659.3552923,22541.725422,9706.51234996
1927,168.846413333,169.67356,162.101,4879.78568314,5093.66402626,5961.103119,8952.83072553,18045.3198919,10639.1307916
1928,58.735736,56.095752,58.688264,5875.32361787,5709.67573022,5039.63803933,3226.31771529,8324.23005449,6232.63764389
1929,155.076338983,126.151246415,121.643833116,5844.25520495,6835.1184622,6707.54852977,34243.7188547,42329.2614157,14697.5792224
1930,61.9520864865,58.3429648649,33.8882567568,3343.08692051,1239.51729672,985.500526961,20689.8691876,31901.7002525,18014.2247682
1931,65.961176,70.501152,68.055168,8654.49382336,8734.36234001,8584.89457249,4647.06498771,2995.65668928,2813.47471999
1932,132.630936,134.35132,119.691154667,5949.5863171,6546.63854492,7065.46190789,23838.3176839,36767.8482101,18214.4013352
1933,144.531538667,140.159098667,137.422448,5205.91200798,5357.52468761,5920.76079102,20026.6596066,25593.6427849,7234.01022946
1934,217.591861333,217.57892,217.810378667,2151.16235616,2152.60662497,2143.14020908,121.782593173,509.352530179,496.736348579
1935,103.639010667,92.20536,89.7305333333,4838.93554003,4706.22982727,4492.02704638,25492.1712492,22224.3971572,4801.14069779
1936,201.513637333,170.170221333,142.728224,4916.19267269,6866.72561936,7387.61251647,31412.3643013,53450.6945886,32361.2259193
1937,87.210632,85.922128,87.0915573333,7250.82490083,6864.98534928,7635.63711592,24841.4497765,28299.7065179,10332.3395221
1938,62.110096,70.0042426667,72.6761066667,7486.20513754,7868.26460333,8519.52452244,13532.0264188,21959.0901906,10563.7846911
1939,196.618776,159.749485333,31.776432,7530.79158826,6989.73170374,1641.87468935,28956.8684426,115161.759256,94696.7471828
1940,178.081986667,177.032338667,175.637602667,4291.39797419,4522.90354888,4730.62498551,32238.9799156,37936.4718707,10402.5445926
1941,117.562072633,102.539766537,91.9916212711,10912.2516152,10408.9885483,9227.3567132,24510.3368194,48779.4215115,30874.0064132
1942,102.032845506,90.8520365169,96.0318651685,7471.34133409,5241.67533434,5028.9385127,23752.364977,37370.9249685,15677.3681146
1943,138.481376,79.663304,59.4356666667,9739.52246381,6518.7783718,5257.07355722,48388.8211987,65087.3691356,20615.6123848
1944,91.5888373333,42.6006266667,24.4878746667,8816.98731326,4972.68488761,3193.66241298,49141.2559567,64404.1333534,26557.396032
1945,97.0243027656,62.5613944687,28.8510946143,7137.71773834,3198.33881296,1227.39456954,33732.9358491,59906.8564941,29523.2283804
1946,26.1897546667,45.25496,92.8262773333,1331.8355025,1708.89830207,5462.52512177,16601.7543651,56878.6566121,40363.255939
1947,150.621402667,66.832064,71.1440933333,4363.08378939,8120.43137083,5880.23473844,62877.3468111,58579.0790727,16330.6292285
1948,83.0335977809,74.41310957,85.9551567268,6297.65423873,4142.76145144,3912.72540656,23396.9679232,37599.1793262,18281.1098678
1949,131.510048,113.707133333,102.293669333,5062.9126297,5809.08579445,6592.88343299,31507.3927357,38956.6883603,18294.2591268
1950,119.307677333,16.0673306667,22.2704053333,5088.04635066,2487.42001858,2383.56331296,75667.4959015,71315.9242596,5927.81772662
1951,93.8395241058,93.8395241058,93.8395241058,3545.60603909,3545.60603909,3545.60603909,0.0,0.0,0.0
1952,196.042957333,173.937901333,150.511722667,3836.12673333,6399.57645042,8276.31357991,22144.2711779,38699.0780123,20730.0886877
1953,148.865244635,141.479685265,159.072340486,6004.22453341,5956.93529833,8411.75340777,30735.3190483,49603.5540662,24689.8687522
1954,138.276298592,117.42675493,125.439219718,7671.13516331,7355.14924361,6372.76379872,29355.9295203,34835.1181855,15758.1292989
1955,115.885367232,87.2378587571,50.9161299435,10191.8045034,6720.38544016,2303.17451384,32674.8005962,61012.9264009,40081.4419152
1956,105.460493333,93.3985066667,82.2055413333,5155.18855656,4697.32385377,3861.61873409,8767.35051198,16536.619455,8300.23192447
1957,116.41924,68.2746666667,44.47456,5039.31203782,3949.07286756,3238.30916081,35027.5486582,53242.0662165,20136.7734258
1958,164.545653333,114.331346667,95.582304,4806.28103577,6601.21198805,6664.62706605,47641.4736863,60332.9090298,26069.5445108
1959,67.6808293333,49.3526506667,28.904632,4842.53483142,2818.35632017,1597.22561694,32721.0668989,44463.7432072,23491.8377953
1960,232.75901457,221.243072848,213.179642384,2048.56221212,3102.77754605,3884.68434583,19502.9975645,27094.2119834,11139.1821513
1961,60.5486293333,52.5202746667,46.2514373333,4888.55318719,4147.85770094,3288.34521927,19667.5938793,31388.5215485,22946.2068761
1962,54.2302064156,181.498948396,59.5290934449,2246.25800361,2122.98520113,2813.06618565,85793.4209832,11650.4031261,81169.0328943
1963,135.252742616,107.921192686,96.2131589311,7442.56263594,5850.80549686,5690.62931432,27371.3486332,40164.8434828,15464.2696562
1964,102.479914667,160.104437333,188.184450667,6552.84840191,3816.00369551,6056.29241795,51529.3702853,79671.6153909,29921.0951838
1965,45.5447836735,41.0645687075,37.0044598639,6268.15480259,5432.72093837,4594.64143045,8124.5703271,18592.778141,10929.0758987
1966,56.9987093333,74.9880613333,93.623896,5893.540825,7278.58547613,8969.29860178,21747.6646332,40103.6033418,19628.1475947
1967,129.618838292,124.124447607,113.002111255,6078.63875974,4875.74192288,2786.87324263,19123.532728,48795.0873039,36414.6760661
1968,167.171357333,113.511576,47.6208506667,10937.7000207,8903.53702866,2757.00743245,48445.5943921,90352.6063044,59837.0778698
1969,197.059808,186.409584,180.018616,3053.88665767,4361.02560628,4865.64614144,16907.0801737,24474.0483165,9769.97845443
1970,186.360570667,172.739981333,58.242792,8458.82766346,8325.19738496,1503.46769471,18466.3653977,97711.583167,90131.5199251
1971,191.712932065,169.988258152,159.649940217,5005.05807298,7141.15608224,8543.45774619,41234.3985284,48987.9998265,18153.9782142
1972,105.130141333,80.4447813333,68.337656,8144.71419123,3987.71170823,3150.12928176,35650.7626566,62664.4531932,36171.0720051
1973,154.430745042,92.4015354108,75.2925949008,5798.57128307,7085.47595912,6098.09736839,45583.4338439,55794.3739727,18149.0810787
1974,163.882882667,157.463613333,156.874088,8135.0314222,8809.07330001,8888.2563195,24770.2350413,28864.9677291,8730.09221028
1975,95.2515573333,82.736624,47.9798213333,7044.22450024,4834.93455308,2032.18873682,22983.883919,55439.0123198,42034.278024
1976,87.3123448276,52.2493241379,47.8966868966,8053.41124347,5312.25715334,4699.78327123,35517.1512793,39661.6895757,10438.1830315
1977,144.946349333,142.657848,142.483570667,7295.44210027,7199.75702534,8137.08116474,13520.0340236,20372.1043587,12643.6485241
1978,134.083423684,138.762013158,139.024939474,10441.2496168,10555.2491491,10733.5408122,17712.064363,23147.2066565,6187.24639884
1979,108.088161507,81.1818169583,30.4203283984,6312.64243482,5066.26643923,1920.5457305,23752.0030524,61827.8199033,43050.5268377
1980,130.052392,125.142976,108.230008,11400.6847244,7915.63046453,5166.97553099,24139.4917304,49297.0164412,29115.3645864
1981,91.127888,111.234416,123.603746667,5375.90579399,6761.34858514,7716.11930063,27680.4890853,40813.0206552,18443.6543288
1982,168.988453333,91.9706906667,26.1985093333,4648.31721067,6539.59474896,579.757455378,60970.6139464,95090.8361568,58782.2226358
1983,88.9462565517,55.5942262069,36.7144468966,7446.80970199,4425.25307177,1750.78468011,33520.7719631,49048.8557767,23622.4444544
1984,100.591185087,77.0144394141,45.9130732357,6967.76364001,4594.54026554,1590.18317876,22711.7312418,47810.8171547,28807.8800504
1985,83.800752809,20.1914016854,20.5131123596,12901.9743006,4131.60896371,4128.37991795,73159.0658429,72869.4627399,2536.50487877
1986,128.720416,108.544277333,113.973773333,7268.63033945,6750.03351152,5728.94768283,19744.6658619,24369.5067451,16490.8136549
1987,77.3580612813,64.3191281337,90.7607158774,3234.00886733,2579.67571434,3970.32219436,22993.3980742,29774.8323421,19673.06392
1988,200.181933333,193.544074667,184.368072,4702.0594416,5303.72004676,6589.600947,20326.693066,33979.9964391,29491.6678572
1989,186.71579809,182.123260573,177.938818554,4524.45888548,5145.40328705,5106.41754742,10512.6053384,14115.125823,7371.69342824
1990,66.7821946667,67.5601973333,69.229824,6377.08166217,6276.04358161,6227.67110626,3316.71569478,9359.10086493,6230.64523143
1991,49.2551093333,49.230008,44.1996213333,4928.49720189,4370.12496565,3467.50889799,15311.7595658,18081.2073159,10397.551683
1992,170.136168,155.639176,142.296330667,3623.22395161,2508.44916871,4488.14150014,29521.011568,56110.7918586,29264.2047047
1993,151.265237333,147.758946667,147.619298667,13597.9267905,13768.8343973,13542.3141678,7969.98149308,10609.7818545,4153.1922662
1994,53.8510494505,41.4406923077,31.2411181319,7156.38684121,4574.13275732,3116.87408457,19065.7094806,33381.4466283,15948.430926
1995,94.494232,77.1028026667,88.6247733333,7856.37251606,6829.06668761,6194.94775428,18952.3018655,26804.172567,22918.0676105
1996,164.693352,135.567992,78.50364,8045.898647,5953.55543575,4167.25958142,24458.398026,72464.9360588,49562.13016
1997,167.023397333,137.810576,83.5318293333,4587.7086259,7306.77553721,7642.10439489,29141.2891616,61540.565012,41268.5053764
1998,168.81668,152.318437333,141.212570667,6239.94155378,7038.58801633,8328.55932038,27487.3001402,38920.6909625,15001.5619853
1999,197.361898667,199.523941333,202.227346667,7155.53790402,7005.98827481,6797.78328149,4142.1661,9257.07453789,5424.1800302
2000,148.583243697,118.403170868,122.945389356,5490.20091923,4987.49567174,4533.4005863,29761.8747057,32702.5779412,10011.6070638
2001,220.546898667,219.519808,195.463645333,1561.29805118,1542.20118631,3811.63187834,9344.79924878,29951.5854004,24150.7586837
2002,97.6180026667,54.1626293333,54.2663973333,7793.66258204,4188.54269837,2766.87326979,39510.5168151,42132.15309,21989.4977887
2003,192.293298667,169.30384,176.627712,3348.98747723,5134.86772392,3895.11362565,31813.3191761,26618.5487396,15450.7637352
2004,152.671487805,144.149547425,44.2287452575,10385.0714266,9107.32360576,3642.45832872,8008.41906995,95549.1103988,89208.5427524
2005,96.7454145658,93.2483305322,78.3421372549,8299.72459522,8132.10354203,6892.33091689,8311.62493138,29776.3382235,25112.3371871
2006,120.524944,115.06748,105.702466667,7261.9407058,6715.98092112,6471.87928458,18303.3442573,41167.9450908,33518.3954867
2007,178.511229333,119.736765333,115.991626667,7469.27658857,5881.76248084,2087.21307122,54460.3020374,67204.9136671,60108.5843869
2008,97.5341716418,80.7427910448,57.3741368159,9225.57163329,7714.25131619,5193.10535746,27504.8961278,53341.1659978,39661.1590224
2009,85.8394285714,70.4125120226,65.8578302687,5545.59254213,5200.80416764,5256.27242426,16195.2461852,21086.1496959,6571.0968643
2010,85.60875,95.7820605263,83.8607973684,2463.81445765,2613.16711028,1978.15848842,7452.60263264,7068.32087557,9875.70706329
2011,86.764241335,66.3288934531,47.7845365854,6516.52918807,5474.81191125,3541.77851775,24793.6744352,37407.5689534,18760.4204377
2012,77.8850066934,45.7074431058,49.1460589023,5463.17700412,2871.87753764,1881.82013132,35737.2492226,34286.3173146,10338.8355727
2013,182.640277228,151.202195191,149.162319661,8512.69921056,11953.254574,12042.4842832,41639.9930115,43422.9116021,5442.64861993
2014,86.964792,45.201472,40.760536,6456.2229604,4981.12507837,4741.10002499,35849.6197609,42631.3275186,8523.66065725
2015,105.039933333,67.031424,70.9564773333,11254.4247013,8672.1792952,8838.89571911,56524.0982679,62040.9066665,19605.0568222
2016,79.1029706667,113.116472,65.6091493333,5582.18892238,6688.77347694,5470.59735576,35606.131031,33044.5766655,47849.9951933
2017,198.046125714,157.087834286,140.757165714,5076.98713528,8985.82592514,9512.00654008,38631.7585155,48048.826687,16685.4708055
2018,134.108578667,111.882925333,86.7166293333,5900.65269334,5441.43585352,3008.82363173,27077.2971694,45491.7855552,30161.1878579
2019,174.389900285,147.758196581,115.165709402,6775.40339372,7472.03433737,8214.2316629,25605.5379947,50235.8754378,28685.2187198
2020,171.339530667,129.719210667,76.020176,3785.31703359,2311.38377602,3791.07620093,32372.1461754,82285.1288873,54844.6324812
2021,30.3173546667,36.1749066667,43.1061226667,3992.69341402,5009.70862366,6239.92926065,23302.3855431,30870.7693458,10704.1291098
2022,48.091272,33.318856,26.3350933333,6233.95628009,3815.82350685,2912.25587779,22617.3718632,32094.0558515,12275.7067821
2023,71.698192,103.930496,110.058808,7196.61724793,6782.02171319,6731.60441095,31808.2056394,44461.6544789,19741.0768957
2024,178.391308465,177.663664275,173.41107604,4223.18379878,4318.53896723,4011.53153873,24153.3453998,35106.0326867,25887.5961611
2025,221.102687747,206.083949934,199.672513834,1567.53293876,3283.51715004,4115.18098733,16098.1616031,21802.1563383,7433.25541065
2026,78.5160986667,87.1875813333,78.381096,4567.88049817,4463.62473591,3875.93317917,8679.22600236,11773.3335126,8374.91074579
2027,130.713650704,131.547811268,122.018642254,5224.53538436,4649.28702112,4574.42976514,11490.4401569,19796.2510592,11803.8011251
2028,172.312112792,145.892379642,69.9247097662,9619.28899826,6761.08913863,2032.51380868,22606.4099981,78066.5509485,57629.4289751
2029,84.7901306667,78.3716106667,80.398704,7134.9009442,6025.31495085,6241.89788312,15730.6466174,31933.149782,18791.5950893
2030,224.709788639,193.5114214,190.419667107,1883.12054091,5081.85889465,4305.4272243,41713.2389536,38308.1765554,10781.8817931
2031,83.6528515742,79.094149925,75.6875262369,8174.06063939,7088.73989441,6342.21858204,15232.1585798,30442.3565776,19115.5757172
2032,63.151936,77.098256,124.425056,1176.73987012,1487.41760443,2292.1446554,12610.0555114,43462.7854607,32320.5531821
2033,138.272629333,123.175842667,103.628781333,1207.18931591,936.788074023,746.943196702,9726.82491875,22006.3246591,12490.3334623
2034,56.4204065657,62.5308434343,31.6566843434,2865.48646792,2901.9722608,1123.65504093,12839.9140573,27740.6737121,30930.7973224
2035,89.7047070707,80.2118585859,75.1616709957,11717.8596852,10232.62552,10137.9159029,19497.3162256,31046.7985467,11946.5204976
2036,185.800029333,160.467773333,160.214165333,3547.38674507,7011.27003878,7728.04319454,33743.2248903,41152.8612492,16892.7970153
2037,215.163936,187.932933333,170.812738667,4559.38247432,8671.60075006,10133.4142425,34194.4414489,45705.7850934,22975.3027184
2038,79.8961653333,57.275112,52.340832,8455.93782636,7053.03539872,6256.51015888,24775.75014,28074.9346571,6102.15773313
2039,90.7643226667,82.8422026667,88.4396453333,5074.58824553,4410.39209733,4687.91589331,14194.5284177,20132.0563282,11676.6195022
2040,208.293922667,189.260842667,184.500584,3680.6752708,7226.46886777,7003.73341833,32429.3634073,32962.7383875,7405.29965633
2041,117.95264,111.192877333,112.47028,14120.5064984,14075.1825823,13815.9335914,22998.4431864,22332.7325466,2110.66624553
2042,119.816242667,156.476368,183.972781333,4110.48654524,4923.90002286,6783.18231248,56373.4750836,74823.1186867,23694.3828153
2043,77.1161810467,140.815909477,149.995997171,9259.16634355,7420.75830304,9324.07294296,82235.8501385,107920.389746,51929.0829208
2044,134.091130435,23.8247096774,17.9151051893,7229.07090422,580.690712293,515.747466083,77101.6738534,80945.8978022,4758.01345101
2045,149.392193277,147.552389356,147.33457423,9997.76047855,10334.6867736,10485.7345839,7385.81952122,9376.08404399,2602.46575386
2046,104.229505247,123.918521739,147.470734633,4913.63787607,3032.23497149,3136.52577922,26164.5200797,52161.7087719,31920.9536042
2047,95.244740113,62.2977316384,16.2831129944,7944.71324917,5406.42694062,1230.90520861,26697.7485755,66332.2741054,44766.7892639
2048,118.285101333,69.4816266667,33.3997093333,7304.21277323,4653.45200909,2580.93676845,37630.6813252,65862.6701099,31230.7844442
2049,75.479368,90.4888586667,99.2377946667,6910.98053965,6374.1197052,7879.68414436,35096.1434206,60256.0803737,29761.5111007
2050,133.569955182,157.668470588,147.558591036,2836.86185697,2310.7512031,4448.48326177,17589.8055703,28063.2073541,24761.1011266
2051,36.2554826667,62.6134666667,118.244648,3631.32979527,3642.46021865,4351.30595802,27993.2649043,63878.5908658,40867.6815711
2052,85.43856,67.2007973333,63.3065493333,7274.05987313,5364.35706976,5049.02895017,30871.9465697,36477.523655,14634.4159091
2053,148.888877333,28.9188746667,41.415416,12365.7204278,2579.68463468,2649.54924555,95686.3808021,85573.5386203,10291.2198014
