,Accuracy
0,0.649499621122
1,0.796802507183
2,0.840855590696
3,0.84255239634
4,0.841300203548
5,0.841055221674
6,0.841899086305
7,0.842788308132
8,0.842352764878
9,0.841663162883
10,0.843024223801
11,0.842525165255
12,0.842942573191
13,0.843877159968
14,0.844430654999
15,0.84363216404
16,0.845147485655
17,0.844857120902
18,0.845918753767
19,0.845791713009
