,budget,director,genres,id,keywords,overview,popularity,poster_path,releaseyear,revenue,runtime,title
260,0.0,Graeme Ferguson,"[{u'id': 99, u'name': u'Documentary'}]",21741,,"The maiden voyage of Columbia, the first space shuttle, is recounted with footage shot on the ground and in space.",0.01038,/qdCQIlSx9dPDPiri3xvixpqyo8Q.jpg,1982,0.0,37.0,Hail Columbia!
261,0.0,Penelope Spheeris,"[{u'id': 10749, u'name': u'Romance'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",10897,"['running', 'shenanigan', 'friendship', 'clubhaus', 'group of friends', 'woman director']","Spanky, Alfalfa, Buckwheat, and the other characters made famous in the Our Gang shorts of the 1920s and 1930s are brought back to life in this nostalgic children's comedy. When Alfalfa starts to question his devotion to the club's principles after falling for the beautiful nine-year old Darla, the rest of the gang sets out to keep them apart.",1.026072,/bYpc0diOR3nk9yZeDXEHmsjuKjI.jpg,1994,67308282.0,82.0,The Little Rascals
262,0.0,Frank Tuttle,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",25409,"['suspense', 'ice skating']","The proprietor of an ice-skating revue promotes a peanut-vendor at the show to a management position based on suggestions he made to improve the act of the show's star, who also happens to be the owner's wife. However, he soon begins to notice that his new manager is paying more attention to his wife than he believes is appropriate...",0.002274,/jCfUelTHTb0bcdmaHk6hDZBhimw.jpg,1946,0.0,101.0,Suspense
263,0.0,Clive Cohen,"[{u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}]",27473,,"The Year is 2027. A robot pest controller turned serial killer has embarked on a murderous rampage, carving his way through the population of Atro City. Following in the wake of his destruction are a tough robot homicide detective and a sinister robot psychiatrist. Their investigation will take them on a terrifying journey into a twisted technological nightmare, more terrifying than you can ever imagine.",0.003009,/wSmgIbF0rLGcPRoEs8AGrxq8POI.jpg,2005,0.0,90.0,Exterminator City
264,0.0,Herbert Ballmann,"[{u'id': 14, u'name': u'Fantasy'}]",13181,,No overview found.,0.000146,/6Yrmodk0VfIpV1ab9OVv6UYKMkT.jpg,1955,0.0,87.0,Der Teufel vom Mühlenberg
265,0.0,Mario Monicelli,"[{u'id': 35, u'name': u'Comedy'}]",20914,"['joke', 'male friendship']","Like in many other Monicelli movies, the main theme of Amici miei is friendship, seen from a rather bitter point of view. It tells the story of four middle-aged friends in Florence who organize together idle pranks (called zingarate, ""gypsy shenanigans"") in a continuous attempt to prolong childhood during their adult life.",0.340071,/cTILmapZQxPXAzoqZyGQiEpnm6U.jpg,1975,0.0,140.0,My Friends
266,0.0,Franco Rossi,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 35, u'name': u'Comedy'}]",11681,"['venezuela', 'missionary', 'parrot', 'karibik', 'santa cruz']","Two missionaries (Bud Spencer and Terence Hill) come into conflict with the authorities when they turn their missionary into a parrot farm. The Bishop of Maracaibo calls them his 'black sheep' and the Monsignore has been called to check on their behavior. Like usual, our heroes help the poor to defend themselves and provoke some funny fist fights in the process. (from Wikipedia)",0.396684,/b4OylnWusVf8rija1GM3nh2jNO1.jpg,1974,0.0,95.0,Two Missionaries
267,0.0,Hiroyuki Imaishi,"[{u'id': 16, u'name': u'Animation'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}, {u'id': 10769, u'name': u'Foreign'}]",15981,"['clone', 'escape from prison', 'sexual humor', 'cloning', 'crazy', 'robot', 'over the top', 'space prison', 'anime', 'clone troopers', 'unique visuals']","Pandy and Retro, two unlikely renegades, awaken naked on Earth with no recollection of their past. After embarking on a devastating crime spree for food, clothing and transportation in downtown Tokyo, they are captured by authorities and sent to the infamous lunar prison called Dead Leaves.",0.149141,/2Xlg7uNzSaLDiAdHNZ2zlsNJWut.jpg,2004,0.0,52.0,Dead Leaves
268,0.0,Patrice Leconte,"[{u'id': 35, u'name': u'Comedy'}]",14402,['beauty contest'],A ski resort town struggles to become the top tourism spot.,0.088788,/bScdATSEWeUWLeTbSB5xlk59CiP.jpg,2009,0.0,89.0,Beauties at War
269,0.0,Raoul Walsh,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}, {u'id': 10752, u'name': u'War'}, {u'id': 37, u'name': u'Western'}]",17382,"['biography', 'historical figure', 'little big horn', 'custer', 'sitting bull', 'george armstrong custer']","The story follows General George Armstrong Custer's adventures from his West Point days to his death. He defies orders during the Civil War, trains the 7th Cavalry, appeases Chief Crazy Horse and later engages in bloody battle with the Sioux nation.",0.144607,/7YQLyMIde5e9KV2F1ampJoD5hPb.jpg,1941,0.0,140.0,They Died with Their Boots On
270,0.0,Russell Thomas,"[{u'id': 10402, u'name': u'Music'}]",19445,['concert'],"Track list : 1. Bulletproof Cupid, 2. Allergic (To Thoughts Of Mother Earth), 3. Every You Every Me, 4. Bionic, 5. Protégé Moi, 6. , 7. Bitter End, 8. Soul Mates, 9. Black-Eyed, 10. I'll Be Yours, 11. Special Needs, 12. English Summer Rain, 13. Without You I'm Nothing, 14. This Picture, 15. Special K, 16. Taste In Men, 17. Slave To The Wage, 18. Peeping Tom, 19. Pure Morning, 20. Centrefolds, 21. Where Is My Mind?",0.008952,/zqOg6XUEEnLMbmoumTvBU4by7TS.jpg,2003,0.0,120.0,Placebo: Soulmates Never Die: Live in Paris 2003
271,0.0,Ron Howard,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}]",10328,"['swimming pool', 'alien', 'tears', 'police car', 'mahjong', 'boat trouble', 'siren', 'cocoon', 'senior citizen', 'retirement community', 'giving away money', 'retirement home', 'trespass', 'defibrillation', 'charter boat', 'elderly', 'space and aliens', 'benign alien', 'golden years', 'rejuvenate']","A group of aliens return to earth to take back some cocoons of their people they left behind from an earlier trip. They kept the recovered cocoons in the swimming pool of a house they rented in a small Florida town. Their mission is hampered by a number of old people from an elderly home nearby, who have been secretly using the pool and discovering the unusual power of these cocoons.",0.63637,/foIhEPQoqDctfwsHmmYwbNz5A2g.jpg,1985,85313124.0,117.0,Cocoon
272,0.0,,,22698,,,0.0,,,0.0,0.0,
273,0.0,Peter Bogdanovich,"[{u'id': 18, u'name': u'Drama'}]",11177,"['deformation', 'rocker', 'falling in love', 'disabled']",A boy with a massive facial skull deformity and biker gang mother attempts to live as normal a life as possible under the circumstances.,0.561625,/gAeyhf3xCcwS339aiWE2DG7rMgA.jpg,1985,42400000.0,120.0,Mask
274,0.0,Vincent de Brus,"[{u'id': 35, u'name': u'Comedy'}]",21774,,"The upper-class secret agent teaming up accidentally with an easily-corrupted, sly interpreter...",0.074096,/c5ebLIvibudeyUBCHLuKLxOPQQe.jpg,2006,0.0,100.0,L'entente cordiale
275,0.0,Jafar Panahi,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10769, u'name': u'Foreign'}]",13898,,Various women struggle to function in the oppressively sexist society of contemporary Iran.,0.007817,/pAwGZCaNWNHx8SKuEHt3ANZwkwt.jpg,2000,0.0,90.0,The Circle
276,86000000.0,Joby Harold,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}, {u'id': 9648, u'name': u'Mystery'}]",13483,,"While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama.",1.33349,/36PzzP5VBLkOvMJvyed4YQaVZXr.jpg,2007,14373825.0,84.0,Awake
277,63000000.0,Lawrence Kasdan,"[{u'id': 18, u'name': u'Drama'}, {u'id': 28, u'name': u'Action'}, {u'id': 37, u'name': u'Western'}]",12160,"['gunslinger', 'gambling', 'sheriff', 'deputy sheriff', 'wretch', 'wyatt earp', 'historical figure', 'doc holliday']","Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",0.884465,/zSGDgcWHqmQxmX4mLJZgT5UgLjj.jpg,1994,25052000.0,191.0,Wyatt Earp
278,0.0,Kazuhiko Yamaguchi,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}]",13125,,"Sonny Chiba plays  Kyokushin Karate founder Masutatsu Oyama, who unexpectedly arrives at a karate tournament in rags, but wins the tournament. After turning down the chance to fight at future tournaments he returns to his simple village life. He reluctantly returns to karate for a final showdown against the students of a rival school.",0.00522,/ixzy16rCfrdrNI9cSGfGphUPPsm.jpg,1975,0.0,85.0,Karate Bullfighter
