,mR,mG,mB,stdR,stdG,stdB,varR,varG,varB,Dc1,Dc2,Dc3,De1,De2,De3,ID
5120,88.440304,81.277728,52.380168,83.2230476995,71.7697651324,51.2208997216,6926.07566839,5150.89918716,2623.58056829,0.324873676348,0.639829499147,0.376163305417,39035.3456242,54011.6282017,38840.8371563,24111.0
5121,159.933757333,149.829442667,148.832650667,87.3313041006,92.9715430057,89.7102484198,7626.75667591,8643.70780886,8047.92867153,0.0331211594773,0.0506259436173,0.00667215637,15871.5837899,18595.8984456,6789.54748124,11520.0
5122,82.1997867746,100.12562753,128.158553306,68.239401249,68.0842950905,65.8152419074,4656.61588282,4635.47123797,4331.64606733,0.106550811606,0.38657843737,0.142544013258,22042.8512675,45511.2438305,27683.3449027,23738.0
5123,81.8552106667,86.4564826667,61.4334026667,59.2532664533,67.2631862431,48.4785955462,3510.94958538,4524.33622358,2350.17422613,0.0249115918522,0.100332571213,0.130940165107,10318.1390279,20398.1381013,26217.5603556,12244.0
5124,194.964016,200.696144,199.875605333,67.253818775,59.2788933955,58.4990406585,4523.07613982,3513.9872022,3422.13775797,0.126318882421,0.27196985714,0.0813059499041,20343.8176358,28987.8192005,14558.2481089,16412.0
5125,139.615458667,136.178026667,126.365125333,95.831484833,95.9077980971,97.7989205436,9183.6734853,9198.30573584,9564.62885949,0.0532012259542,0.0736573142552,0.0372463765876,19265.5646426,24187.5997776,17305.2105448,13299.0
5126,215.191370988,211.184593068,220.016772786,62.7792553081,68.0786470163,54.7574480704,3941.23489704,4634.70217957,2998.37811919,0.0395183718352,0.124347006429,0.0413160372663,12196.8730419,19160.4837622,14814.9494768,27091.0
5127,95.651392,60.2441226667,32.814192,82.0401647191,47.2591345258,22.9107197774,6730.58862713,2233.42579612,524.90108072,0.0356579727496,0.120109805467,0.0746049035852,32054.039527,54416.1794322,23770.7956956,25988.0
5128,63.1559014085,37.3746507042,28.0328788732,84.3806369992,66.5075278612,56.8953305898,7120.09190038,4423.2512622,3237.07864292,0.123063472507,0.328285441661,0.0995771545075,28977.7019793,42721.3955882,18201.814937,26894.0
5129,82.6044022663,77.939427762,83.9082832861,79.1688332594,66.6941194694,67.7815824923,6267.70415966,4448.1055718,4594.34292515,0.069181687582,0.16616510189,0.0522250878994,17902.7140401,25997.977229,13404.2427612,28764.0
5130,27.0416586667,16.467328,13.8301813333,56.1794084034,35.6793447512,30.676909171,3156.12592856,1273.01564187,941.072756287,0.352048633688,0.34718105949,0.0224547387569,26995.7841153,27533.5589055,5515.90083305,29917.0
5131,48.5467733333,70.2619013333,96.2522293333,69.2904347337,77.5363826322,88.6869344851,4801.16434559,6011.89063169,7865.37234836,0.136783787788,0.297234430434,0.0565480917245,27449.6745518,48625.3744253,24322.3184545,18221.0
5132,94.0252860963,80.1270855615,64.9694171123,73.6495045721,64.1992935145,53.6812626317,5424.24952371,4121.54928776,2881.67795774,0.138090142791,0.152105271853,0.0182439022231,24372.7255554,30243.8753635,13203.533012,27714.0
5133,59.0510225352,48.4779690141,52.2260901408,65.2856203745,62.3909286404,63.8708695432,4262.21222769,3892.62797661,4079.48797621,0.114218614565,0.131608852968,0.0101993191965,19312.6744911,20171.4299691,5884.03696453,14206.0
5134,147.855112,125.585256,95.828168,67.6695297023,68.1731689211,65.2993487392,4579.16525013,4647.58096075,4264.00494576,0.132498059207,0.189909516839,0.100893016231,25387.1953157,40577.4997998,25923.1555564,13946.0
5135,52.1378506667,69.8302693333,70.7364346667,81.0133072517,64.9382640526,56.4026094194,6563.15595186,4216.97813817,3181.25434932,0.228326611129,0.646842800691,0.181429810829,33394.3425897,50730.5806689,22935.1255065,13509.0
5136,168.955312,89.8240613333,56.9018986667,71.9821700352,74.4371613841,57.2670173148,5181.43280298,5540.89099492,3279.51127213,0.189260551633,0.450792707715,0.251590005569,55776.18464,78634.4922537,36350.5612749,16004.0
5137,138.300266667,97.6000053333,103.358818667,89.6574182389,73.2242744377,58.5499018032,8038.45264526,5361.79436693,3428.09100116,0.367475270517,0.798117376634,0.37358234143,50317.4280543,62952.0943178,35978.1231445,15969.0
5138,124.650654155,97.7605978552,86.9367345845,86.4522064207,80.5809947575,71.7693630086,7473.98399501,6493.2967161,5150.84146666,0.111274664609,0.144315550111,0.0520165277763,29340.2843033,35762.1574014,17235.8850948,28038.0
5139,204.505388102,180.595532578,139.080674221,49.6468645613,57.4933299828,62.6796460577,2464.81116077,3305.48299251,3928.73802991,0.144938654758,0.319772998635,0.0954825744166,22707.1397362,47680.8872191,29339.5629313,19775.0
5140,195.941472,186.485165333,195.12016,48.8778669864,49.4596211193,43.7953600462,2389.04588114,2446.25412127,1918.03356157,0.125775331938,0.438679722102,0.196126243149,16177.2881226,26725.008812,18937.124729,15906.0
5141,119.808591549,103.076746479,80.3976309859,75.7787579176,78.7008617102,91.4752219173,5742.42015154,6193.82563392,8367.71622481,0.0838019409116,0.248843632831,0.0627759311231,21383.6551833,43169.1584931,23693.7942508,20716.0
5142,134.902402667,123.851717333,123.962906667,118.947971876,120.939043187,120.426080454,14148.6200134,14626.2521669,14502.4408534,0.0574547069333,0.0537726101472,0.00055704605144,25829.5331549,24967.8459824,2487.57190851,15362.0
5143,75.386424,62.34288,50.94924,65.453692632,46.3173134077,41.6579209205,4284.18587916,2145.29352131,1735.38237542,0.150704913178,0.277964226792,0.0571099801289,23319.2588862,31697.2705765,11809.589959,13632.0
5144,209.594205333,184.026194667,124.385733333,51.3379876507,57.6472599104,51.4456379926,2635.58897602,3323.20657517,2646.65366846,0.107966852031,0.62586078367,0.414858109933,22354.4010432,62947.7061457,47655.5381986,23024.0
5145,71.4348693333,36.6607813333,25.4475013333,92.5528727197,61.2628605276,48.0610320449,8566.03424866,3753.13808003,2309.86280122,0.208076645592,0.384113652358,0.16325563328,41297.3073335,53073.9353073,21749.0640258,20506.0
5146,145.130338667,111.36484,56.812704,79.6654624696,67.3829220978,45.0699009415,6346.5859105,4540.45819044,2031.29597088,0.0475302762079,0.562226753375,0.409903720181,25989.8787223,69913.0462432,47289.7205849,24214.0
5147,80.1299832168,93.1996503497,98.8311916084,83.8667143156,71.7910245662,74.685009132,7033.6257701,5153.95120827,5577.85058904,0.161943277449,0.369089865492,0.0499200414306,28466.6874434,42522.0491745,14342.4782377,12108.0
5148,129.690698667,148.171850667,150.909877333,85.7071512653,75.2506802141,78.6127720279,7345.71577802,5662.66487268,6179.9679259,0.223760669819,0.358256294541,0.0450714148081,35375.782168,44699.8908052,14388.2138572,19899.0
5149,129.725234973,121.782256831,120.104234973,100.135594881,102.070650652,99.823574417,10027.1373621,10418.4177245,9964.74600939,0.0139370615005,0.0107978156411,0.000583870540183,11346.1308824,10626.4516185,2689.49140173,29296.0
5150,97.145288,66.231424,45.7744426667,88.7440832247,78.2717220304,68.0573272755,7875.5123074,6126.4624696,4631.79979589,0.0626106033577,0.146726905574,0.0257741439033,26938.4221327,42599.6225218,17292.5326659,13190.0
5151,186.732458667,152.680810667,138.491557333,95.1103361241,108.812663801,111.235390786,9045.97603763,11840.1958035,12373.3121634,0.176454048611,0.222376938486,0.0354379940891,43299.4869254,52294.3680524,19985.0693769,12151.0
5152,113.452704,107.546314667,103.1344,88.7735410305,86.1280498731,84.8810914199,7880.74158709,7418.04097495,7204.79968064,0.0239743605486,0.0605315299059,0.00994704839306,12376.8150184,19689.962519,7900.75629291,15286.0
5153,108.425165333,90.3174933333,97.705032,83.5633927174,67.0106605896,69.6002906068,6982.84060244,4490.42863265,4844.20045255,0.0712109730036,0.347553316046,0.130635493205,22907.9032869,40401.0595406,21907.5305546,12531.0
5154,181.585145275,111.451842031,77.086425952,44.6939485299,75.9047405164,73.9796630478,1997.54903519,5761.52963286,5472.99054466,0.116822803969,0.211792810826,0.0784527758646,48682.4998331,68349.6226764,27061.369108,12189.0
5155,92.921296,90.6572053333,79.073296,93.9141375105,93.4160950933,73.2363496521,8819.86522435,8726.56682248,5363.56291036,0.0281467640206,0.131193225685,0.0873059622132,13682.6868706,30149.7095508,25514.7640789,27918.0
5156,131.227447887,94.0979943662,56.1391267606,91.9462515828,83.9762925125,70.0532485304,8454.11318013,7052.01770415,4907.45762966,0.049568093925,0.275483688563,0.119806021614,27994.4629525,58579.6635873,32874.5097302,19389.0
5157,66.7084506667,55.956744,44.9457226667,89.6828133014,80.3007811559,66.5111971173,8043.00700165,6448.21545425,4423.73934197,0.0190327231398,0.0979118276732,0.0433373393295,13384.9800149,28582.8457471,17040.2036079,11606.0
5158,144.628642667,132.046437333,115.916069333,101.81408906,100.044900924,98.5886219854,10366.1087311,10008.9822009,9719.71638498,0.0186275291509,0.0933991364901,0.0399491012749,14242.3823499,31877.7500931,19846.6172432,22623.0
5159,104.931541333,69.3629813333,51.3468293333,108.986556584,87.3207998392,70.3915825655,11878.0695161,7624.92208455,4954.97489608,0.106921555766,0.198877656608,0.0307521633074,37598.01274,52722.2695357,19260.3120691,10875.0
5160,207.274021333,191.774837333,177.153938667,72.0362191145,83.6207176588,90.8093915346,5189.21686431,6992.42442177,8246.34559089,0.042586242269,0.0783520431279,0.0223151568594,18242.9493778,29270.7707278,15054.2776977,19753.0
5161,69.6918655693,69.6956652949,69.7060329218,83.9284818492,83.9265562748,83.9196137689,7043.99006552,7043.66684815,7042.50157513,5.45746943081e-07,3.45273833757e-06,2.31151363661e-06,53.0,133.529023062,109.201648339,21538.0
5162,53.034832,70.481704,84.7748853333,64.8274694663,60.8664833105,65.1039332815,4202.6007974,3704.72879059,4238.52212872,0.145633702038,0.388422053655,0.0862418621067,23473.6942768,40091.4393855,18429.6962265,10304.0
5163,127.193075969,42.5612992248,38.5339565891,75.8829586069,16.363939479,16.1568032702,5758.22340694,267.778515273,261.042291911,0.624490955085,0.618265017338,0.0289141655239,62869.3044021,64609.0854911,3189.88714534,15583.0
5164,133.304549333,124.201853333,39.0853173333,98.6887185263,87.1114888973,44.5719035075,9739.46316437,7588.4114979,1986.65458229,0.0443064340443,1.23502011985,1.13085201011,19157.4642633,92204.192139,81783.2856334,13919.0
5165,187.081146667,156.642432,116.512584,58.4702772745,62.5139534381,55.601075448,3418.77332455,3907.99437446,3091.47959098,0.063360059261,0.201227749124,0.0612229779878,22962.3747901,48592.2112792,27953.9498998,29154.0
5166,139.034361001,130.878642951,113.071891963,74.7913937179,75.663180407,76.6339358597,5593.75257426,5724.9168693,5872.76012535,0.0521218690764,0.0557206756539,0.0129750620965,15792.4734288,22349.2579966,13333.8806054,24650.0
5167,99.052832,80.8134586667,67.254104,91.0152645555,70.1005018693,61.7405336697,8283.77838211,4914.08036233,3811.89349782,0.165949134696,0.49482574985,0.153121995521,32907.1682616,52782.6261472,24335.0221697,11595.0
5168,74.1902028169,71.1012704225,75.6272394366,75.6844213997,77.7394994173,59.5325304988,5728.13164261,6043.42976965,3544.12218759,0.121822607563,0.603649415291,0.578850783693,22666.9118541,44993.8134414,45022.1990911,19129.0
5169,171.266813472,141.191401554,86.8242253886,57.9043830587,59.9643264861,56.3739755687,3352.91757741,3595.72045094,3178.02512142,0.202205603503,0.698774868498,0.321739599394,29879.8618303,67188.0727585,44559.5251097,29059.0
5170,153.984869333,158.653557333,168.411277333,92.1937139455,82.8419769852,75.7409878662,8499.68089106,6862.79315081,5736.69724296,0.0628877879988,0.184991150463,0.0484230512813,20029.950624,33887.7287082,16807.3781715,23776.0
5171,81.1606746667,62.788296,97.5579893333,84.3849746162,70.0016054298,82.397619334,7120.82394098,4900.22476275,6789.3676719,0.192154638056,0.466821497749,0.165053153744,32487.9169846,50365.7407471,34999.828071,11782.0
5172,180.310133333,151.336968,126.219850667,84.818824475,92.3899544714,89.4923608305,7194.23298532,8535.90368723,8008.88264702,0.109099470765,0.225285211993,0.0886437102652,31264.9690388,48866.0813448,28096.5697728,22650.0
5173,66.9300693333,67.6169733333,48.92532,69.4063633228,62.3388949312,48.1991733148,4817.2432697,3886.13782124,2323.16030823,0.0599418904785,0.143607635184,0.0570969771723,14608.9529741,25505.4815873,18293.7108865,29830.0
5174,187.023402857,157.043582857,131.564705714,57.2181122,66.0565416505,57.581549838,3273.91236373,4363.46669482,3315.63488174,0.205115972552,0.716328268357,0.529028375666,29742.2499317,52235.947718,40754.2912219,15485.0
5175,207.959179775,103.180477528,76.0100786517,70.6348977314,63.3614066227,51.5606682538,4989.28877753,4014.66784921,2658.50251078,0.634455202322,0.993568495159,0.337618954382,77129.4101754,94361.5253162,33131.7380166,18981.0
5176,165.346433204,142.373984436,86.7625032425,71.8119532345,72.7975253155,49.3319133858,5156.95662736,5299.47969206,2433.6376783,0.155012426397,0.815831487754,0.761602731356,28785.5161322,69309.2581767,59272.6133387,18398.0
5177,88.834096,66.920424,46.927304,89.1975406903,74.0973012261,63.4680363277,7956.2012652,5490.41004899,4028.19163529,0.0628431601544,0.204743655979,0.0753377552304,24022.8366144,42144.2754713,21400.6814845,19204.0
5178,147.191461333,139.849424,139.083754667,107.639346207,111.14502691,110.789760579,11586.2288519,12353.2170069,12274.3710492,0.0346397694954,0.0346777611294,0.000502305611894,18320.3419728,18399.1985695,2214.9753949,28050.0
5179,195.587762667,176.208904,159.969298667,62.7641703659,67.9784796078,82.404672805,3939.34108171,4621.07368979,6790.53010009,0.410414456727,0.750380957414,0.263839120099,38266.606173,59423.6580665,35852.6068229,26483.0
5180,124.636128,84.5823973333,77.1248373333,106.205550802,106.633092725,107.098310499,11279.6190212,11370.616464,11470.0481116,0.166037047766,0.213037593013,0.0256447932841,44854.8994537,51615.7108834,15510.9259878,28844.0
5181,59.5429093333,97.5457493333,120.201184,54.677289217,62.1289943934,71.3572427695,2989.60595612,3860.01194433,5091.85609566,0.482776192228,0.723147236693,0.0567126680227,42336.9016934,60001.6857513,20321.9455761,27510.0
5182,141.286370667,76.3619066667,60.4529066667,95.3765649754,84.254009453,69.4153858129,9096.68914651,7098.7381089,4818.49578755,0.39269374194,0.607211380894,0.0720520580034,63196.596728,75618.0542529,22215.5139711,10628.0
5183,45.6551813333,17.6251306667,11.2658053333,73.2316087589,41.523684113,31.2310981052,5362.86852142,1724.21634232,975.381488858,0.211442026484,0.365409999976,0.134110572289,33968.7443836,41614.90012,13613.6279147,17707.0
5184,195.278496662,182.767679573,9.48347930574,82.0465423719,51.4486465727,19.9827530968,6731.63511518,2646.96323416,399.310421326,0.107391273532,0.997661749712,0.923999534463,27363.6790107,124881.257689,111029.603922,13947.0
5185,62.79424,54.1241066667,44.3345013333,83.9880941016,72.8319278353,60.9829383095,7053.99995082,5304.4897122,3718.91876486,0.0551513621687,0.162916772027,0.0439704860517,18107.5397556,30855.7126315,15331.6485089,16450.0
5186,127.770355091,123.495075718,99.6262976501,100.603992542,88.3767115561,81.0899989122,10121.1633154,7810.44314546,6575.58792358,0.121942839517,0.592214500975,0.405101373733,29912.5148391,64420.2561156,49622.0488896,14580.0
5187,107.167413333,126.939773333,129.345333333,77.1441372634,70.2828311473,77.5157679845,5951.21791411,4939.67635408,6008.69428622,0.0681210557447,0.232437995396,0.0595127431005,21006.3917654,35028.0467626,16277.5485562,14574.0
5188,65.8572053333,39.21528,37.587944,83.7350645728,71.906077044,65.8876455732,7011.56103902,5170.48391585,4341.18183919,0.078786927096,0.0765423595356,0.0134934365389,25969.7812082,27126.5517713,7907.10231374,28575.0
5189,98.0160843537,108.560606803,108.286413605,59.0764452047,68.3198565991,88.129560747,3490.02637803,4667.60280573,7766.81947745,0.355850041184,0.64582881281,0.114288338114,33584.2256722,53106.979127,25495.4723824,23056.0
5190,107.212291444,117.927168449,118.120930481,74.954794214,82.3128406163,73.4665501854,5618.22117566,6775.40373032,5397.33399614,0.123664851382,0.505328522597,0.228610053128,25177.297353,46116.9874233,32609.2341676,28955.0
5191,67.6343493333,52.03712,44.6536773333,91.4875706144,74.690777892,67.5881816046,8369.97557692,5578.71230211,4568.16229261,0.0502363840969,0.0926073484771,0.00907006995359,21318.690274,29012.2593743,8584.9593476,10876.0
5192,117.420698667,69.4911946667,60.0006533333,77.3634514524,69.590704761,57.4395771303,5985.10362063,4842.86618913,3299.30502091,0.239421474816,0.218094482634,0.0401885062053,43021.6660068,45957.8300728,14478.5377369,27654.0
5193,151.021754123,136.668704648,118.301466267,85.3191115995,75.6084302981,74.9447384593,7279.35080412,5716.63473215,5616.71382274,0.0686756407238,0.306482157245,0.123956627414,19890.803855,41231.9514212,24107.0963826,18825.0
5194,182.763941333,155.677576,130.881218667,89.302978668,90.1432564908,95.3232766275,7975.02199897,8125.80669076,9086.52706699,0.141025157431,0.358665454807,0.191381820865,33568.3979808,57557.9589023,38392.7944802,28363.0
5195,157.708248,142.568650667,141.296405333,104.03360369,104.695126644,104.441304038,10822.9906968,10961.0695431,10907.9859892,0.056870576634,0.156032591142,0.0709285897859,23466.6694484,37048.4284282,24131.0463926,11895.0
5196,40.359704,62.2922986667,69.9345493333,59.2355760871,60.5037732059,63.2042022987,3508.85347437,3660.70657216,3994.77118821,0.23353556758,0.279031255639,0.00728337597814,28438.213991,33427.7534842,6747.24729056,29293.0
5197,205.150677333,196.836701333,173.450298667,78.4443870289,78.3881435436,77.2878562202,6153.52185634,6144.70104821,5973.41271911,0.0263444969981,0.118175937465,0.0563348305404,12141.5985356,30244.0409337,21483.1749283,20545.0
5198,137.610056,142.150248,131.013645333,76.1830847346,78.0101625444,79.4968272604,5803.86239968,6085.58546021,6319.74554447,0.131274713904,0.319425660787,0.0564048573343,24374.4015311,38358.0699984,17597.9084553,22448.0
5199,73.8135238095,48.7936554622,34.9656162465,68.1612750549,54.0779634474,46.6004748338,4645.95941711,2924.42613062,2171.60425473,0.0871193061383,0.276490376743,0.081546225596,22881.6392988,36493.6150169,15328.1582064,16989.0
5200,148.395749333,105.561576,65.2019413333,96.0172295986,83.2622507847,84.5252588581,9219.3083798,6932.60240573,7144.51938503,0.126408549876,0.659527452128,0.364913346333,38819.9215996,81605.5328149,50374.2598457,12277.0
5201,206.40044,196.045658667,171.63212,70.2039841781,82.4116582082,91.8230027551,4928.59939447,6791.68140862,8431.46383497,0.224867302993,0.294778743738,0.0992312846632,32738.9983506,45318.4830946,28634.0091674,11340.0
5202,191.716616,199.293138667,204.783288,46.5300340588,52.1224819349,65.7993030858,2165.04406951,2716.75312306,4329.54828658,0.120879335936,0.192860381638,0.0484962377511,15909.9852294,25418.8579208,14359.3802095,16439.0
5203,79.9845146667,90.5656426667,48.7221146667,62.6097673973,67.2032657964,56.4500315064,3919.98297354,4516.27893371,3186.60605707,0.0647243783028,0.115345832057,0.133267294377,15942.0035441,26200.8034228,32849.9175494,16221.0
5204,134.260717333,116.125458667,81.6497733333,95.1770335733,92.06571561,81.255820583,9058.66771981,8476.09599079,6602.50837862,0.0238788151327,0.146595317889,0.0814690529998,16849.1038337,44282.4308728,30767.3509422,12920.0
5205,70.201344,60.575552,53.9646773333,62.6870056439,52.0504168273,50.2632386307,3929.66067659,2709.2458919,2526.39315764,0.0354091633765,0.077503487191,0.0109685674198,12799.3886573,18436.2077988,6253.70178374,20134.0
5206,142.403274667,164.595888,166.542466667,60.3608602894,59.4790710544,84.6858754334,3643.43345488,3537.75989349,7171.69749792,0.482147378019,0.928775902368,0.300513950327,38512.8628902,63254.4781577,37080.5140067,24615.0
5207,75.6194506667,87.47352,48.47576,73.9267042654,69.017963711,55.8812818192,5465.15760354,4763.47931481,3122.71765776,0.106375891685,0.135085188994,0.139525563451,21651.7770171,28582.2706936,32227.5823791,13273.0
5208,56.1426746667,23.6490026667,15.9747333333,77.5184033113,43.2305217588,29.6392146364,6009.10285194,1868.87801154,878.483044262,0.225257413143,0.25996525162,0.0681005005873,37456.200755,43734.1308362,12522.0045919,13442.0
5209,49.3411813333,43.6362026667,42.253464,73.6107954263,69.3802644621,62.6740499941,5418.5492033,4813.62109683,3928.03654267,0.0285054266847,0.119415300893,0.0716310804435,11318.2327684,21837.6675952,15848.95312,15026.0
5210,100.588138667,108.725376,111.622141333,73.1712769665,77.7196720549,79.1509329414,5354.03577291,6040.34742433,6264.87018549,0.211937521148,0.297747454851,0.0554298945163,30602.7898075,36774.7816173,16113.695138,27286.0
5211,97.1159680426,129.037507324,139.774583222,90.4778005901,69.8909233432,74.08946339,8186.23239962,4884.74116577,5489.24858541,0.349943300453,1.10861197877,0.56907934727,46943.1137229,79782.4947717,47570.4987781,10555.0
5212,137.126867209,85.7663468835,55.8660704607,64.8380453246,54.4014655095,39.2925848319,4203.97212151,2959.51944958,1543.90722277,0.102281079447,0.215030879046,0.0706248780248,35774.7129408,55513.2139225,22924.7316233,26018.0
5213,50.4216746667,72.2268773333,113.212242667,61.0013816549,64.1187952996,76.7566466941,3721.16856381,4111.21991068,5891.58281172,0.0850640817756,0.291541882705,0.0764245819174,20772.0971739,50944.9499656,31175.5270685,14919.0
5214,82.376072445,41.1190219922,34.2443673997,65.7780879285,46.0313272243,36.7440897902,4326.75685153,2118.88308603,1350.12813451,0.246211788556,0.215482857159,0.0322243872267,37213.63398,40296.2367226,9681.65047913,28723.0
5215,98.9451546667,108.603688,135.382042667,85.215570017,82.4793697082,79.6056827498,7261.69337332,6802.84642747,6337.06472607,0.0553604962046,0.301445487473,0.131373070336,18155.3658184,45203.3537141,30313.8825788,14892.0
5216,113.544184,128.423954667,131.710562667,71.6004605184,70.9160261984,86.8057078578,5126.62594644,5029.08277177,7535.2309167,0.318940863482,0.589364485639,0.0940389229105,36024.9763636,54385.4466379,23084.6959694,19382.0
5217,128.412384,86.0386533333,60.155216,99.8497665267,74.5211671177,53.9905278482,9969.97587544,5553.40434859,2914.97709733,0.0860439883015,0.244032292148,0.0744429265592,37337.468085,59350.3530739,25178.0585232,26793.0
5218,199.027062937,187.360634965,183.601952448,50.3034645797,65.0019402274,69.740655018,2530.43854872,4225.25223333,4863.75896234,0.130783741572,0.21197928007,0.0195098860056,20776.3385128,27419.8275523,8735.88764809,11369.0
5219,202.503101333,202.244978667,201.595488,63.0991013226,63.4214433883,63.6237094751,3981.49658772,4022.27948145,4047.97640738,0.000134610412273,0.00220484994955,0.00153252517699,684.080404631,2655.33557201,2193.5038181,19251.0
5220,14.1294529915,33.8856182336,46.7515726496,36.2507520667,63.6346481846,74.3952337725,1314.1170254,4049.36844958,5534.65080807,0.0987995010983,0.17696326371,0.0210585493287,23668.5043042,34918.0417263,12989.5829032,14098.0
5221,191.041552,184.755034667,181.219472,81.02737846,84.6968510236,89.4234706106,6565.4360601,7173.55657332,7996.55709604,0.0322776565206,0.10406605399,0.0261589929317,13638.3630983,25062.7266673,12714.5332592,17035.0
5222,81.8998106667,66.7452026667,44.2559813333,100.451324263,86.3533444613,64.1460480795,10090.4685461,7456.90009965,4114.71548422,0.0161165548592,0.0965195623539,0.0422661203354,16294.3444176,38627.9818008,23456.1206511,10774.0
5223,169.890491477,129.753164773,128.443721591,78.4100577633,92.4274455235,90.7082953121,6148.13715845,8542.83268601,8227.99483842,0.165345640578,0.183746169986,0.0210204713694,38468.6920885,39723.5830836,11212.1728492,12828.0
5224,141.302735602,137.390636126,138.477575916,76.5903794066,77.7520568086,75.5386611932,5866.08621765,6045.38233797,5706.08933486,0.117333893185,0.156236987277,0.0130051476412,23242.0265468,26345.0596317,7789.69518017,29423.0
5225,141.565735294,155.096235294,105.707417112,68.8577086644,78.8223278293,80.5732577587,4741.38404251,6212.95936444,6492.04986584,0.229849033318,0.122627351531,0.142558023197,32229.5539063,32266.5354973,39883.0015922,17138.0
5226,139.520221607,122.010310249,112.785626039,86.34132662,81.3691939029,81.6010423867,7454.8246825,6620.94571641,6658.7301186,0.0946267941034,0.188799861505,0.0522344582951,24486.6052363,35021.9207783,16767.458752,19423.0
5227,119.760901333,83.2034986667,74.7378266667,75.9291931198,59.6129345832,69.3887665342,5765.24236783,3553.70196963,4814.80092114,0.376803108038,0.697634464787,0.216743012697,43360.8054814,59438.038435,27113.204108,20051.0
5228,124.491565333,79.0153173333,46.2029493333,70.2601603817,54.6889535712,43.3627904495,4936.49013686,2990.88164271,1880.33159557,0.0994079268016,0.27973147501,0.117985914823,33954.8920334,56647.1929666,25723.5243697,15411.0
5229,98.9614174174,102.751339339,101.55227027,66.788088711,64.7558048206,68.0536196076,4460.64879367,4193.31425797,4631.29514169,0.0310206158614,0.110803259552,0.0586370946533,9772.92197861,18389.653776,13273.9841796,25426.0
5230,176.166240409,76.4117161125,84.9098081841,41.4741291306,93.2091987564,86.4674098295,1720.10338714,8687.95473281,7476.61296262,0.450642458427,0.419007018468,0.00204620527392,79370.3498354,72268.5088611,7674.96267092,27395.0
5231,190.522954667,100.688058667,129.376744,65.5759569437,79.3639046709,69.4225593878,4300.20612908,6298.6293646,4819.49175196,0.407167953575,0.13911290585,0.173003684373,68461.256883,43388.930351,32566.7521101,11522.0
5232,145.621730667,143.515786667,119.631712,98.3178837732,86.1365412283,80.9310746167,9666.40626964,7419.50373478,6549.83883862,0.200035659167,0.682355790475,0.39844672902,36439.6542108,66624.1904941,48034.3162333,29079.0
5233,166.374681754,118.705510608,95.5462263083,63.8996353557,66.791488779,56.9029751068,4083.16339859,4461.10297331,3237.948576,0.124159042079,0.208758737441,0.203115311547,34363.8565065,48242.674418,27747.9274361,22331.0
5234,133.117656,139.372237333,149.561178667,57.6659621822,55.0784643398,53.136517724,3325.3631944,3033.63723403,2823.48951584,0.00553582975398,0.0148948277835,0.00345324982545,5510.67872408,11971.6199823,6922.75544852,16342.0
5235,138.89708,142.637232,148.481536,57.104663366,62.4425739757,81.4684862779,3260.94257814,3899.07504471,6637.11425641,0.244034607848,0.492438993033,0.0604925277804,25856.4844672,44443.8004113,19476.9531498,16875.0
5236,144.083018081,152.522906815,143.930759388,70.7229952065,60.4129264406,58.8345617268,5001.74205097,3649.72168112,3461.50565358,0.150736768745,0.391849116947,0.0760112497193,22953.9363509,34973.1905751,14889.2351382,20495.0
5237,163.157734637,133.378111732,136.027175978,65.8687942893,61.3384728323,66.5398829158,4338.69806113,3762.4082494,4427.55601845,0.25040909985,0.369675126631,0.0203561283929,32391.7706987,37732.9053745,8466.69977028,26784.0
5238,156.833149333,155.353925333,155.514549333,90.4466378711,90.896667109,90.6433409596,8180.59430219,8262.20409153,8216.21526032,0.018085864245,0.0138918934544,0.000322680373167,10602.5206909,9278.19201138,1423.97542114,26578.0
5239,138.899373333,152.264058667,168.169378667,75.7564330004,60.0323085987,71.2616369645,5739.03714094,3603.87807569,5078.22090287,0.316516283313,0.883089420593,0.312695176619,35203.6378944,62485.1021764,33844.2977915,18921.0
5240,162.319072,102.692869333,110.177536,89.6939602336,111.797664931,102.96909621,8045.00650239,12498.7178841,10602.6347743,0.322569676145,0.23293873625,0.0157667519467,62788.4580795,51953.1389427,13651.4867322,28422.0
5241,40.9757503356,29.4418604027,24.5304026846,78.3266167649,61.2346008665,51.7699080973,6135.05889383,3749.67634328,2680.1233844,0.061884970536,0.161701099908,0.0390367929678,19480.8872488,29188.0401877,11599.5143864,18462.0
5242,81.8958106667,92.7456026667,86.4266453333,69.9176980593,58.8920765185,55.3367895987,4888.48450192,3468.27667666,3062.16028309,0.200942327794,0.409213897255,0.109145718095,26651.0924354,35705.281304,16925.8556948,26675.0
5243,70.9634613333,95.4312053333,114.507506667,55.1101354344,62.4629676152,67.3693165542,3037.12702759,3901.62232329,4538.62481298,0.0462418326235,0.0849044838869,0.00871564156,19082.9940523,31682.960452,13152.8974374,28499.0
5244,179.857430464,118.740784106,113.177907285,71.4114210338,87.849971549,71.0776837911,5099.59105406,7717.61750116,5052.0371331,0.232544759333,0.227344223536,0.011983209115,51122.5005257,50494.5044931,13204.900454,29467.0
