,mR,mG,mB,stdR,stdG,stdB,varR,varG,varB,Dc1,Dc2,Dc3,De1,De2,De3,ID
798,136.616885333,169.497648,179.642368,87.2077467611,70.6012801758,79.9179348959,7605.19109515,4984.54076247,6386.87631802,0.495600647079,0.937533504636,0.189309522408,52890.4211743,74931.3278409,29533.8843026,14442.0
799,98.7547066667,106.989210667,109.501370667,82.1015799392,77.7427332398,74.0419725164,6740.66942851,6043.93257159,5482.21369412,0.126166157291,0.141611816099,0.0780246291564,25229.3995767,26707.822019,18556.6154242,26369.0
800,34.4016346667,45.2733866667,42.0878613333,56.5220094853,60.4562001761,54.8357518691,3194.73755626,3654.95213973,3006.95968305,0.103737504686,0.157657065819,0.0137442394591,17776.0751855,19740.9597284,7058.65822944,10066.0
801,127.023354667,120.27376,106.248613333,86.4915337585,76.7398017858,74.7305239873,7480.78541189,5888.99717813,5584.65121541,0.0819909346503,0.14143451677,0.0191018868868,21468.4993886,29989.0700756,12547.4073816,15184.0
802,189.749378667,56.1925866667,66.5244053333,47.8315012756,59.8283283491,63.1785964736,2287.85251428,3579.42887304,3991.53505238,0.957760542101,1.1625490425,0.0438191317168,93800.8793082,91745.9897053,12979.2911979,16239.0
803,144.199691034,135.842273103,150.041070345,53.6745915042,61.3721496268,77.2142510081,2880.96177315,3766.54074981,5962.04055874,0.476891334619,0.897464767704,0.180576021346,34434.424752,53943.1891345,28008.0796557,13379.0
804,141.926096,109.429453333,107.190178667,68.8488744585,57.6835760262,58.216766337,4740.1675142,3327.39494317,3389.19188274,0.230654787615,0.307046982258,0.0490328299028,33612.2927067,37654.7398743,11201.8630593,10746.0
805,77.3018611898,66.0421869688,56.308674221,79.7619179259,71.3547175456,62.5282469028,6361.96355121,5091.49571601,3909.78166074,0.0285173478987,0.0858835749845,0.0232960808779,13575.344526,23723.7474063,11589.9171697,22672.0
806,56.4467317073,24.9297991392,25.7445423242,69.0454664028,51.7095808382,52.6022388352,4767.27643078,2673.88075046,2766.99553047,0.232793804892,0.238358406542,0.00462294039443,32096.9757921,32033.2367862,3045.24514613,21163.0
807,153.314106443,136.282929972,108.390170868,48.2273515547,48.0466638948,52.6899612981,2325.87743798,2308.48191142,2776.2320216,0.0856355060367,0.259494359753,0.0887141919399,15660.2516583,34617.9812381,21113.9790897,14812.0
808,46.4641418637,61.6250820584,39.7898358832,47.3543130805,54.7844357874,20.6452001016,2242.43096732,3001.33440455,426.224287233,0.0156088933399,0.223011710407,0.249610085201,11471.4616331,20717.9469301,28167.0193489,19593.0
809,63.6929066667,84.0025573333,89.10992,59.9145739673,66.9831997354,70.6307530961,3589.75617368,4486.74904679,4988.70328293,0.0459782257817,0.072470855828,0.00706548216846,17658.143702,22700.9944276,6312.02526928,24874.0
810,71.581536,58.8857093333,54.1188133333,86.3541454702,70.2044168528,64.3656292809,7457.03843988,4928.66014564,4142.93423273,0.0452664306151,0.155336662641,0.0466852086375,19080.566108,30711.7939072,13398.6815769,11978.0
811,78.3781466667,85.4095013333,87.225448,72.0359071188,78.4455809122,81.030199061,5189.17191443,6153.70916466,6565.89315987,0.00899344449075,0.0174545483634,0.00276796086139,8488.94763796,11666.2872414,4115.5247539,20015.0
812,159.828378082,112.666452055,45.1466794521,89.943698756,87.416325882,38.0605551783,8089.86894592,7641.6140307,1448.60586048,0.109389836465,0.263119976656,0.143567802448,37974.2304596,80252.7896711,53868.7228269,10076.0
813,124.774856,60.241192,39.2056586667,102.987686854,72.1171445896,48.5804809964,10606.4636435,5200.88254375,2360.06313385,0.15375136698,0.262736199677,0.0810359501354,52683.4711271,69582.5154547,24219.9666598,11632.0
814,176.800826667,157.983288,147.995328,65.6121131854,74.5583792432,74.1609475275,4304.94939665,5558.95191538,5499.84613817,0.0647866569055,0.0834256977612,0.00308075894369,20012.4903248,25357.7966314,7088.36109408,28177.0
815,130.72512,112.120058667,77.7941626667,69.9601200184,58.920862377,42.751790438,4894.41839299,3471.66802325,1827.71558566,0.0142400647147,0.150967647768,0.0787794771542,14816.5248962,40827.5820127,26243.5183045,26564.0
816,185.763594667,178.228410667,115.083925333,97.4678977605,95.0980155098,84.9050802202,9499.99109385,9043.6325539,7208.87264721,0.189918173878,0.549310068402,0.344988677389,36656.0013913,73088.3692936,60194.090175,27179.0
817,144.060989333,164.045813333,125.202733333,60.6397210221,64.6439923876,59.4361476589,3677.17576563,4178.84575181,3532.65564853,0.0319490263652,0.384237024806,0.300879464168,15802.3812446,34242.5720705,37986.734066,18142.0
818,81.1063366337,71.7505374823,76.8985714286,69.6905742412,69.9147291131,75.5428627598,4856.77613806,4888.06934695,5706.72411394,0.0125887557962,0.0234174557234,0.00668739309615,8621.22502896,10272.6736052,6748.11929355,25440.0
819,63.7582293333,37.4418533333,26.9354906667,85.557217784,59.4185649577,44.7558060726,7320.03751494,3530.56586163,2003.08217721,0.0483350378785,0.0785319337061,0.0105624426873,26461.4429501,36854.9290462,11961.7845659,20113.0
820,116.896351477,118.576587869,116.901446345,74.9621038758,75.9970510432,77.7896291434,5619.31701748,5775.55176727,6051.22640226,0.00572467343975,0.0296736327912,0.0120470474639,4714.03288067,10669.2048438,6908.6469008,15591.0
821,172.193237333,156.935949333,133.440989333,70.9212776958,76.4515925026,84.9570505476,5029.82763,5844.84599618,7217.70043774,0.115952859544,0.214906681843,0.0986372037313,23880.7378655,40102.1103809,26732.5175769,19637.0
822,129.618024,115.959208,115.320714667,119.119298457,118.772019477,117.877217299,14189.407265,14106.7926107,13895.0383581,0.0639901009591,0.0874118697554,0.00687099095862,27367.9979173,31587.5857735,8520.63313375,25627.0
823,84.3437653333,67.992848,58.295872,72.5458999627,63.2316399032,55.5845361807,5262.9076014,3998.24028485,3089.64066243,0.025748958887,0.0809732717358,0.0256571984103,14878.7473263,24641.571135,11172.471526,27200.0
824,128.602901333,104.781584,75.3989386667,84.8333858689,78.850396176,75.1488382341,7196.70335798,6217.38497712,5647.34788794,0.16937590106,0.343549146187,0.0805077452312,32801.7431854,52338.2985203,26204.5405608,17286.0
825,154.500773333,148.385010667,175.414378667,71.2051008992,66.1020686221,58.0281210189,5070.16639407,4369.48347612,3367.26282899,0.0956056308593,0.157917858999,0.0558507311155,19007.6055041,26804.939321,21426.3634572,19337.0
826,141.691723164,88.9042853107,89.5580423729,80.0371718681,74.9887254784,78.6592225496,6405.94888065,5623.30894887,6187.2732921,0.987777261139,1.1659755723,0.104554241453,72061.3944703,78485.3630622,21013.2715682,11819.0
827,105.223373333,86.1959466667,82.2490613333,97.5832394917,98.356866967,100.218301192,9522.48862969,9674.07327957,10043.7078938,0.0389323497702,0.144844171256,0.0470530222986,20402.0718311,35537.6895844,18841.3873162,17899.0
828,50.020832158,49.3577856135,55.359954866,68.9553345992,59.5589905688,55.2168925707,4754.83816969,3547.27335758,3048.90522516,0.0468127974364,0.56851568446,0.374200729909,12952.3966122,40146.3976591,29865.7729014,20386.0
829,22.5162346667,29.3209013333,33.0433946667,42.0758984428,46.5936562599,45.4318116108,1770.38122977,2170.96880367,2064.04950624,0.0173946897875,0.0200380832874,0.00174153153315,7112.94130441,8631.89336125,2909.89089143,13336.0
830,146.176090667,115.310501333,123.091384,80.5997681391,66.92715857,71.715773948,6496.32262408,4479.24455426,5143.15223296,0.305145941798,0.616512386604,0.136316261742,40766.3950822,53871.5520938,22847.6170968,24916.0
831,104.849005333,98.350584,89.890864,95.8290221485,85.7835186357,82.0875784919,9183.20148594,7358.81206953,6738.37054267,0.167331583651,0.379274995711,0.0583108283146,32944.596431,48911.6932543,18436.87243,15143.0
832,49.9808266667,39.4876586667,31.9554746667,49.7584252201,42.008246774,35.6468704025,2475.90088038,1764.69279702,1270.69936949,0.0113577194167,0.0402814176581,0.013835509312,9034.37413438,15814.7026213,7210.33681599,27588.0
833,164.96328,165.053851034,162.161183448,79.6642454689,78.5971638652,77.8973013956,6346.39200612,6177.51416765,6067.98956472,0.00476124499111,0.0299373804302,0.0122784084085,4693.55153375,11775.7688496,7596.86764397,18192.0
834,143.154660028,120.568128023,135.298315789,63.2156976115,63.6517564875,64.0228365908,3996.22442451,4051.54610395,4098.92360513,0.319908328642,0.769469189873,0.301824426899,32928.9779981,47023.7176646,30675.6503599,24696.0
835,153.843941333,152.898232,147.065482667,77.014550264,65.295465105,84.5468791462,5931.24095236,4263.49776327,7148.17477335,0.483748925913,1.04833192681,0.283267041331,43316.3737286,71819.4988287,36394.7372157,24794.0
836,108.863517333,119.913970667,73.8238453333,89.4309269352,85.7785821847,73.4714836214,7997.89069248,7357.96516162,5398.05890553,0.110440394783,0.450773030113,0.37000297802,26195.5556154,52700.3378262,51012.8250051,24917.0
837,146.138957333,136.438658667,119.333138667,88.6314491675,60.6104893225,62.7162637277,7855.53378153,3673.63141591,3933.32973596,0.530327501658,1.01766109822,0.430672356886,49663.0039365,69021.0798525,36595.2418219,24102.0
838,47.7110634278,38.9923724696,33.1399352227,68.5666166426,56.2630979909,48.2379636395,4701.38091782,3165.53619553,2326.90113608,0.0450644370478,0.0734351738714,0.0455456511934,14596.9290948,20291.7298178,11320.2249094,26558.0
839,191.320882667,173.004058667,70.4888773333,71.7015294094,83.5740406876,85.0084040333,5141.10931965,6984.62027686,7226.42875629,0.16866295576,0.959538029256,0.878057463978,30605.4518183,99639.3396405,92846.1044471,19084.0
840,145.742616,142.636930667,148.766338667,88.5959812264,87.4330828119,89.0703677908,7849.24788948,7644.54396999,7933.53041838,0.0612662233676,0.25568344835,0.118811802561,18975.2556768,38945.6620691,26627.929022,26873.0
841,81.0966373333,59.0261226667,36.6888346667,71.5876547823,65.0841051379,47.9732770627,5124.79231723,4235.94074161,2301.43531214,0.0164989316708,0.0493071567836,0.0140412844591,16005.6399747,32796.888328,18159.8838377,17077.0
842,191.66780915,198.013346405,202.010543791,70.6392763387,65.9002719081,63.9566508926,4989.90736166,4342.84583756,4090.4531934,0.0188117006133,0.0532572878736,0.0118006377634,9538.54978495,15558.4014603,6753.15363367,11235.0
843,113.601896,110.481837333,100.293954667,87.544545529,87.2225577901,85.1205880226,7664.04745187,7607.77458745,7245.51450532,0.0884520153542,0.0737460600634,0.00208652861566,22588.5981415,21926.5679941,7224.79646772,29427.0
844,71.0395957162,53.3341633199,71.2514243641,51.8240303747,41.9999791253,48.8279971725,2685.73012428,1763.99824652,2384.17330788,0.206247554051,0.401675067016,0.152061167017,22101.4977999,27615.9049825,19242.2500503,27669.0
845,102.476886076,98.7637862166,119.873639944,76.0785555794,80.2909263944,89.0747903452,5787.94661905,6446.63286128,7934.31827505,0.176651020411,0.235333607142,0.0172181270901,27900.1743543,36076.6535311,16534.909404,19203.0
846,160.758256,135.541493333,123.635781333,52.0485849168,68.1659090233,74.7035922436,2709.05519184,4646.59115297,5580.6266941,0.182388293538,0.260465975639,0.0301072049398,28656.533112,38325.0419178,13570.8336516,29129.0
847,177.526941333,190.141752,208.839816,56.9105482856,56.9828154655,54.0900979948,3238.81050616,3247.04125837,2925.73870109,0.226386286888,0.54232045412,0.108566674086,24704.0891352,40283.2070719,19626.8483461,25010.0
848,142.3852,139.069992,144.338274667,82.9429415741,79.3998028532,87.3334515802,6879.53155696,6304.32869312,7627.13176492,0.164810036126,0.223989470194,0.0212571332068,28685.6317867,35007.7482138,12023.4538299,28263.0
849,80.6151306667,53.0448533333,54.0546773333,85.1909086753,70.2736467925,67.7928692198,7257.49092093,4938.38543351,4595.87311706,0.208545697996,0.210756235262,0.00992777358655,36122.8937379,35929.7526014,6177.5864219,27760.0
850,107.531,89.5957034884,60.0896453488,81.4331313177,73.9933972787,61.9635878992,6631.35487621,5475.02284084,3839.48622534,0.0535933554682,0.108471289067,0.0451349811304,18758.2131345,35793.8293006,22173.0818336,13544.0
851,120.864970667,105.263210667,104.590592,93.4114328285,91.8912474041,90.4329535867,8725.69578308,8444.00134948,8178.11909442,0.0454792681215,0.0681379398775,0.00877079302777,19619.6907213,23115.8499736,7458.6249403,19490.0
852,78.986952514,59.0037960894,57.7973044693,72.3110040935,64.72195732,56.2398577423,5228.881313,4188.93175933,3162.92159888,0.0240632425368,0.0474955353639,0.0203932918792,15627.2950315,19786.480637,8912.17829714,24668.0
853,83.1603813333,52.5154853333,48.0569493333,74.3336485707,52.5562941382,53.5319984007,5525.49130983,2762.16405354,2865.67485277,0.382875086107,0.541962456387,0.0695791825386,40642.8953939,47347.6957095,12435.0020105,13204.0
854,183.598330688,169.869867725,115.627005291,76.2280329212,88.2054147577,77.3402324292,5810.71300303,7780.19519258,5981.5115522,0.0702984480294,0.32137417049,0.287428073815,21972.8358889,56384.646075,51372.7734505,15515.0
855,53.0191706667,35.3663413333,29.525224,78.7353682015,57.5602873461,46.2916394872,6199.25820582,3313.18667936,2142.91588642,0.029400725507,0.0512732585896,0.0182673194003,19619.7897287,27237.3010043,9844.72858945,10641.0
856,61.1115226667,63.858952,61.731632,72.9128877316,72.0143096252,68.659440176,5316.28919736,5186.0607908,4714.11872528,0.0146770867338,0.0290319993777,0.00888124343324,7805.95593121,10767.2055335,6233.17487321,18818.0
857,177.808183616,176.88949435,174.521587571,104.501149942,104.964097253,104.629718005,10920.4903392,11017.4617122,10947.3778899,0.016617354224,0.0320081988145,0.0192469878633,11376.4817057,15862.2870671,12315.8300167,26977.0
858,190.327056,181.116808,182.457106667,81.7498025912,84.4738268335,83.923466183,6683.03022371,7135.82741989,7043.14817616,0.0718217061896,0.134155801727,0.0206038162257,20163.7977326,26745.1410727,10504.1788827,23939.0
859,125.791139001,71.8153630229,42.4911174089,87.0860857032,74.3579009531,59.7037751847,7583.9863231,5529.09743415,3564.5407713,0.143547067031,0.407613131962,0.149900962509,42757.7468653,66476.1737166,29854.2857727,14521.0
860,78.2380613333,38.394952,19.3612666667,99.0062070856,69.6575944047,49.0448204373,9802.22904147,4852.18045825,2405.39441173,0.170568746158,0.469061368535,0.262802277589,42432.9507105,62802.9619684,31121.6185312,11096.0
861,145.894756463,125.943006803,127.838416327,86.1410043944,91.6254895361,90.4643604021,7420.27263808,8395.23033273,8183.80050296,0.0613823778892,0.069875414956,0.000891505531516,22659.0771657,22954.4332755,2692.03658965,22950.0
862,50.1863275168,49.3653181208,50.8970147651,67.9092624884,67.2379853122,68.8917065421,4611.66793172,4520.94666885,4746.06723028,0.0211567178033,0.0183836526732,0.000821070423965,8508.13751652,8038.78106432,2173.95929125,19085.0
863,200.742571429,176.772082037,154.971230552,48.6556588039,49.9644270593,47.5803830655,2367.37313364,2496.44397137,2263.89285266,0.116078974067,0.274354970133,0.105676069163,20080.6438144,34497.0368438,18645.020649,11176.0
864,73.0749931973,48.4333904762,45.7378013605,78.5295612295,68.6605121038,55.404130229,6166.8919869,4714.26592236,3069.61764643,0.146496025352,0.275099367493,0.0968447522346,28974.322477,36754.7317226,18385.5714352,22927.0
865,122.191623932,77.6766495726,66.7994415954,71.6417532402,64.6207742483,61.4703788831,5132.54080733,4175.84446444,3778.60748003,0.227748964498,0.31620084958,0.0343583922523,38118.3492822,45725.4779308,11866.808164,16016.0
866,161.562634667,176.608138667,182.547592,82.7098822767,83.2160047549,78.8425539689,6840.92462623,6924.90344736,6216.14831633,0.0779997743278,0.128026125057,0.0124559154869,22082.2455833,28229.348611,9038.45456923,12227.0
867,30.7362746667,18.29604,13.9518586667,55.6261215703,39.8785298331,34.003460526,3094.26540095,1590.29714165,1156.23532775,0.0726331545016,0.199811898671,0.0472139022917,16488.5026609,23757.6574182,8248.48192094,10546.0
868,69.6685893333,70.3623493333,61.09704,85.3267447188,86.6510044198,83.6817031808,7280.6533643,7508.39656696,7002.62744724,0.0240319476175,0.0137185944658,0.0181632731471,11580.1958533,10101.1205814,11587.7671274,24996.0
869,22.1910693333,22.5920186667,21.3542,48.0429259362,48.624059085,48.0089506762,2308.12273251,2364.2991219,2304.85934503,0.000844868041259,0.00147615424687,0.00166460754304,1291.18705074,1678.27768858,1905.4763184,18952.0
870,78.7191988042,78.004083707,96.9331718984,59.04482655,53.8613568812,63.2305068215,3486.29154232,2901.04576509,3998.0969929,0.185580420261,0.280246814076,0.041654921758,20099.6301956,28579.604021,15624.4728551,20706.0
871,84.7601420912,59.4713726542,48.4580670241,76.4194623392,54.1401289852,45.89632489,5839.93422422,2931.15356653,2106.47263841,0.248919135701,0.409472563249,0.0657284996335,34524.8993771,43708.6875346,13871.964713,12273.0
872,153.597408,129.986456,85.855464,80.5868562299,80.9950839695,77.8599513144,6494.24139701,6560.20362723,6062.17201868,0.11220102573,0.265762525474,0.124534312128,27538.703183,54537.1029025,36373.4191684,13398.0
873,194.297437333,186.058592,186.259352,95.889866453,96.6909798015,96.9923202349,9194.86648837,9349.14557498,9407.51018454,0.065935130297,0.157726727067,0.0724029560516,22004.3736334,33539.4907534,22567.9129961,27995.0
874,161.868821333,152.118149333,145.953848,91.4101189593,97.0183341199,102.076583436,8355.80984816,9412.5571554,10419.628886,0.0755669848891,0.154296341603,0.0169410855822,23453.5674046,34891.7245919,12234.1193798,29135.0
875,22.8961973333,17.0005306667,14.197072,58.2910993178,47.9517231361,43.0207473044,3397.85225967,2299.36775172,1850.78469863,0.0227113197687,0.0415547108195,0.0130492036897,10036.6528783,13927.5914644,5679.33103455,17343.0
876,22.8390693333,19.582944,14.699848,44.6953100894,38.4663576687,28.6191151408,1997.67074399,1479.66067229,819.053751444,0.00166867031469,0.0143807272488,0.00856261500845,4547.25092776,11642.8234548,7237.02763571,15310.0
877,131.257562667,128.848997333,121.510341333,76.2073256155,76.5490311425,74.1674869269,5807.55647747,5859.75416886,5500.81611706,0.00321046449375,0.00727034969367,0.00237930292184,4033.06930265,8246.70018856,5696.85334198,15163.0
878,146.951304799,74.3526718547,70.7103190661,69.246890164,74.1348942889,70.2705242646,4795.13179739,5495.98255123,4937.94658042,0.404915655027,0.375145970359,0.0253920706413,60362.851813,60403.8858684,10623.5101073,28129.0
879,154.548432,132.491957333,112.47664,70.5996550393,69.2119306814,71.5933731266,4984.31129167,4790.29134865,5125.61107564,0.0424479903441,0.161894287889,0.0564607112697,18404.2557578,35747.038199,19031.1215119,16409.0
880,230.027085333,207.921053333,204.045709333,53.2407535107,83.6748822174,86.2275800193,2834.57783438,7001.48591409,7435.19555599,0.130138171082,0.138690908684,0.0155167637378,31071.0164623,33744.8495329,9593.8265567,13904.0
881,114.531874667,98.0071066667,82.5136346667,67.7015051138,61.372888261,58.8981156979,4583.49379467,3766.6314135,3468.98803276,0.114101801761,0.185942281825,0.0421209605526,21748.3942856,31138.1221656,14370.3528836,14370.0
882,150.153197333,114.332045333,106.981858667,55.5233416854,71.2072705223,88.0879167739,3082.84147191,5070.47537523,7759.48108156,0.654322082062,0.835617931107,0.150900914205,50136.3714682,64511.9838945,28931.1691779,24256.0
883,106.245722667,84.4196613333,43.590864,103.915241149,99.5830580455,68.8492332351,10798.377343,9916.7854497,4740.21691707,0.143611181695,0.380987335434,0.294054330056,36059.2143425,63067.7978369,49914.0237709,16380.0
884,99.4846826667,81.1754773333,67.7785306667,78.4095872032,68.3575170388,56.7745655671,6148.06336538,4672.75013571,3223.35129533,0.0103049455779,0.0182731278035,0.00506842053791,14318.7519708,24769.281237,11505.1679258,15859.0
885,165.097011236,168.946497191,190.757991573,53.7540789573,46.0019253973,45.7792270725,2889.50100455,2116.17714026,2095.73763136,0.0394530163312,0.117412435608,0.0354398235587,9804.67199859,21512.3397379,14917.1336389,22358.0
886,160.345728,97.40128,61.298304,68.3116990479,80.1952074609,67.36349125,4666.48822682,6431.27129969,4537.83995339,0.164318548269,0.383963814362,0.18976076836,47051.5050556,70741.8061545,36323.2370254,18760.0
887,123.441837209,118.071576227,105.360149871,77.4131746163,78.0996012413,72.8226511428,5992.79960417,6099.54771405,5303.13851946,0.0248963596277,0.121411576227,0.0677518486511,11306.9546298,25776.8857506,19275.7877141,25728.0
888,78.5803509749,83.4380696379,109.666518106,56.7801597474,53.35376012,59.2966764899,3223.98654094,2846.62371895,3516.09584275,0.0861919737311,0.249002786874,0.0695116068611,14147.9799618,30840.4995096,20433.9143827,26765.0
889,67.5344373333,58.3356426667,60.9074906667,60.1488137489,53.6096420681,57.2593911193,3617.8797954,2873.99372267,3278.63787136,0.00718918981993,0.0117168487791,0.0129691904112,8071.76758833,7061.50175246,6110.14410632,13557.0
890,196.226436718,191.406567455,202.021438108,80.243197956,83.6603028761,79.488403223,6438.97081821,6999.04627731,6318.40624694,0.033493259943,0.0534651836445,0.0239100894471,13198.9990908,16045.957466,12691.9958241,15940.0
891,103.476241327,88.1785037707,75.0054932127,61.2179599303,51.2816604989,56.6645983208,3747.63861803,2629.80870352,3210.87670286,0.251927089849,0.473457254894,0.116481333903,25192.5906965,36938.7853753,17074.5703606,26868.0
892,149.012581144,91.7130819165,78.3776661515,77.2025315069,66.4204369035,50.6956746686,5960.23087108,4411.67443845,2570.0514301,0.132308105099,0.277643767744,0.0766258756425,39226.1751895,50441.9947564,17448.7028458,23416.0
893,205.302752,204.643066667,203.876957333,81.6498061065,79.2051761351,80.406777288,6666.69083723,6273.4599266,6465.24983384,0.110461548687,0.160372456477,0.0130644486511,23198.6558231,28124.7119985,7947.54974819,29739.0
894,115.442103937,132.446777953,157.344434646,83.45663914,72.9551281711,64.7546027262,6965.01061655,5322.45072647,4193.15857422,0.089556027571,0.319296867943,0.107620893133,21750.145057,42002.854403,23259.7202047,25446.0
895,167.330981612,146.070336634,121.707207921,76.3223697605,77.6464491401,78.227150867,5825.10412585,6028.97106407,6119.48713277,0.204933291872,0.24270292884,0.0470644564463,31922.3387928,41971.2245711,20299.1414104,10584.0
896,78.5088853333,76.9635066667,90.4824906667,73.8946292391,73.4629906931,74.9736436362,5460.41623038,5396.81100157,5621.04724009,0.0144976914151,0.0416836712002,0.0242607629279,7745.39869858,15079.7759267,13023.4108819,16226.0
897,137.585802667,70.003872,45.7392453333,103.568671006,75.0720188686,60.9786536558,10726.4696139,5635.80801701,3718.39620167,0.198617025308,0.354085212763,0.0704490884444,56351.2910234,74302.0890487,23176.4757243,10254.0
898,143.536448,78.6747173333,77.7689813333,85.2702644197,85.758087334,78.4596894954,7271.01799421,7354.44954319,6155.92287571,0.170759461593,0.230229329975,0.0160317165545,50142.3413993,52864.23742,10059.0905653,13903.0
899,63.936,88.582936,71.6112373333,94.182227906,70.1259360219,62.2781452056,8870.29205333,4917.64690295,3878.56737026,0.478750098101,0.633733186538,0.0496576286744,53068.7005211,56494.7898837,17139.5071399,28376.0
900,171.118706667,141.171386667,109.946184,95.743017079,94.8234605989,98.9867038201,9166.72531939,8991.48867994,9798.36753317,0.166815041224,0.467969913589,0.172187771478,38372.8894534,68800.7126126,39803.0065573,11891.0
901,169.891565333,145.895234667,117.477482667,70.0525673043,72.7605596292,66.6945513389,4907.36218592,5294.09903756,4448.1631783,0.0316175315899,0.0970174103129,0.0261385816661,18426.9192216,37072.9037573,20292.1061746,20781.0
902,122.390413333,127.505989333,129.832834667,86.8457680034,91.9451923492,91.5620345763,7542.1874201,8453.91839613,8383.60617575,0.034777393849,0.0929577581584,0.026654690332,15094.3503007,24155.6763515,13053.1046499,27892.0
903,50.765216568,55.9273775148,65.1514414201,74.6204714907,40.3481470131,48.9175978106,5568.2147655,1627.97296739,2392.93137556,0.646725995969,0.905671459814,0.0940811117813,46399.0856483,56214.5287804,14962.7275254,29054.0
904,181.785016,194.258290667,193.2894,39.453079346,40.0470815324,43.5925893967,1556.54546988,1603.76873926,1900.31385031,0.00557299275558,0.0180232224092,0.00651315335531,8067.19889429,8905.36287863,3686.97681034,18273.0
905,127.741296,86.6720026667,65.3700853333,77.3885660476,63.5381116844,48.6016767013,5988.99015491,4037.09163642,2362.12297818,0.126160213,0.340580002956,0.116562675454,34200.9462588,52252.4216472,22886.4606919,10837.0
906,225.465751412,210.140861582,222.037056497,45.0921088331,58.605702971,49.0644679646,2033.29827901,3434.62842073,2407.32201665,0.103693094175,0.0656939041651,0.0225211412008,18487.6695935,10613.6755179,11321.3698376,19464.0
907,142.074573333,131.858858667,121.735037333,93.8348709249,95.1328894221,92.8057739589,8804.98300148,9050.26664979,8612.91168012,0.0218459691505,0.0435360225607,0.0134591327944,13639.2004531,20973.3358815,11383.6296936,10657.0
908,101.254914119,165.945560408,173.43096361,76.2202736377,70.141874898,82.8724212299,5809.53011341,4919.88261421,6867.8382005,0.538649148457,0.659633455295,0.0333593838014,58554.0898913,68316.0771634,14426.8657719,24251.0
909,107.682176,139.498730667,142.249618667,79.390806562,75.1713219678,90.3846772994,6302.90016657,5650.72764639,8169.38989052,0.454385164308,0.994092966721,0.34819473241,49194.3534971,76442.1933686,43173.4178286,15512.0
910,151.301474667,115.765418667,44.514736,109.428889743,92.0326779986,68.1582726809,11974.6819104,8470.0138196,4645.55013485,0.266761109556,0.893039062527,0.618359477624,51009.4099652,99551.6951689,70898.6687463,25636.0
911,130.329570667,122.451949333,107.640285333,86.8613537033,67.7120266654,67.6807385304,7544.89476718,4584.91855513,4580.68236803,0.320092866996,0.61433549359,0.0707585187962,39658.1172019,55133.4534743,18040.8977604,21349.0
912,88.37176,86.8419253333,80.5627893333,111.493042664,109.757392579,107.755996109,12430.6985625,12046.6852257,11611.3546975,0.00407932420753,0.0648239054024,0.0372071011147,6280.67782966,24742.726406,18609.7875861,24634.0
913,149.472608,138.582485333,130.656202667,78.787373043,82.9249759009,85.7104058758,6207.45015101,6876.55162817,7346.27367539,0.079480436508,0.0784986393343,0.0254878252074,20984.6016403,23416.1167148,12741.1103127,22597.0
914,57.0553695652,44.7978641304,40.3860597826,72.1979146127,56.8857346755,49.3834296736,5212.53887443,3235.98680957,2438.72312632,0.0508661973404,0.118105232676,0.0242660971155,17185.1708167,24570.7393865,8834.45493508,17106.0
915,144.394445333,154.426949333,161.83668,65.7868234391,64.320316725,63.9244870446,4327.90613821,4137.1031436,4086.34004391,0.0116262899336,0.0307576127339,0.00544052481641,8686.05405233,14573.8888427,6117.59094742,18507.0
916,101.505605333,96.555232,91.8967306667,86.1189234832,84.5812115943,82.455753869,7416.46898191,7153.98135476,6798.95134611,0.0030934094359,0.0598461622262,0.0450512212497,5193.83557691,18930.9723469,15667.7895059,29064.0
917,208.055738667,191.982453333,194.764741333,73.9921371129,80.4409391051,73.111910366,5474.83635453,6470.74468411,5345.35143736,0.0899354332291,0.131058206056,0.0327811524015,22670.4246101,24459.6473809,12947.5896599,18408.0
918,109.562466667,82.394584,73.965168,86.0648016434,79.0762710434,67.9565986401,7407.15008192,6253.05664213,4618.09929873,0.0788597931795,0.0868871165157,0.0169137023099,26412.5183956,31293.507937,11881.9558575,21635.0
919,78.3979030471,66.1413878116,52.288601108,74.2431055589,72.7833776879,57.2851506986,5512.03872303,5297.42006766,3281.58849056,0.189587789925,0.164135359324,0.0597886020612,28189.8179136,29221.8040169,18329.4442905,13123.0
920,207.311754667,193.984781333,194.95296,74.4603776047,88.2487775348,87.4901941357,5544.34783303,7787.84673639,7654.53406991,0.0928678572638,0.107864869125,0.00556466919673,24404.4399034,25455.0980748,5726.29976512,18862.0
921,197.074968,183.805664,180.461517333,72.5284115626,81.3372790885,84.9218959854,5260.3704838,6615.75296952,7211.72841775,0.0643679839498,0.156028692725,0.0636645440812,19491.5173088,29696.2416814,18407.2170357,15186.0
922,86.3611197847,90.5248129206,86.6003257066,77.9656918995,78.1151477819,77.9603099447,6078.64911336,6101.97631299,6077.80992668,0.0148847746734,0.00525295861212,0.00931649944411,8590.91112746,4872.81058528,6919.95137266,16182.0
923,188.26505641,173.280115385,163.088087179,82.7088013577,95.6404616901,91.3557085055,6840.74582202,9147.09791229,8345.86547655,0.0519407418785,0.0929338258198,0.0211124843974,21754.7516878,28706.9597833,13840.3704791,27505.0
